           4         131         137         148         147         159
         156         159         163         168         171         178
         186         201         217         231         257         260
         280         300         321         346         357         357
         331         343         336         321         297         295
         281         273         227         228         217         226
         229         229         232         235         204         182
         172         164         145         122         112         107
         100          97          89          91          85          78
          70          64          64          50          47           4
