          60          60
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           4           4           7           7
          10          10          13          13          16          16
          19          20          23          26          29          31
          34          37          40          42          45          46
          49          52          55          58          61          63
          66          66          69          69          72          74
          77          78          81          83          86          88
          91          92          95          99         102         104
         107         108         111         115         118         119
         122         122           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0         125         125
         128         128           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           4           4           7           7
          10          10          13          13          16          16
          19          20          23          25          28          31
          34          36          39          42          45          47
          50          53          56          60          63          65
          68          69          72          73          76          78
          81          82          85          89          92          94
          97          97         100         104         107         110
         113         115         118         122         125         126
         129         130           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0         133         134
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           4           4
           7           7          10          10          13          13
          16          16          19          21          24          27
          30          32          35          39          42          44
          47          50          53          57          60          63
          66          68          71          72          75          77
          80          82          85          88          91          93
          96          98         101         106         109         113
         116         119         122         126         129         130
         133         135         138         138           0           0
           0           0           0           0           0           0
           0           0         141         141         144         145
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           4           4           7           7          10          10
          13          13          16          17          20          23
          26          29          32          34          37          40
          43          46          49          52          55          59
          62          64          67          69          72          73
          76          78          81          84          87          90
          93          95          98         104         107         111
         114         118         121         125         128         129
         132         134         137         137           0           0
           0           0           0           0           0           0
           0           0         140         141         144         144
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           4           4           7           7          10          10
          13          13          16          17          20          22
          25          28          31          34          37          41
          44          48          51          55          58          62
          65          68          71          74          77          79
          82          84          87          91          94          98
         101         103         106         112         115         119
         122         126         129         133         136         140
         143         145         148         149           0           0
           0           0           0           0           0           0
         152         152         155         156           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           4           4
           7           7          10          10          13          14
          17          20          23          26          29          32
          35          39          42          46          49          54
          57          61          64          67          70          73
          76          78          81          84          87          91
          94          97         100         104         107         112
         115         120         123         127         130         135
         138         142         145         146           0           0
           0           0           0           0           0           0
         149         150         153         153           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           4           4           7           7          10          10
          13          15          18          21          24          27
          30          34          37          41          44          48
          51          56          59          64          67          70
          73          77          80          83          86          91
          94          97         100         104         107         112
         115         120         123         128         131         137
         140         145         148         149           0           0
           0           0           0           0         152         152
         155         156           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           4           4
           0           0           7           7          10          10
          13          14          17          19          22          25
          28          31          34          39          42          47
          50          55          58          65          68          72
          75          79          82          85          88          93
          96          99         102         106         109         114
         117         122         125         130         133         140
         143         149         152         153           0           0
           0           0           0           0         156         156
         159         160           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           4           4           7           7
          10          10          13          14          17          20
          23          26          29          33          36          41
          44          49          52          58          61          67
          70          76          79          83          86          90
          93          97         100         104         107         113
         116         121         124         128         131         139
         142         148         151         152         155         155
           0           0         158         158         161         162
         165         165           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           4           4           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           7           7
          10          10          13          13          16          18
          21          24          27          30          33          38
          41          46          49          55          58          64
          67          73          76          82          85          89
          92          97         100         104         107         113
         116         121         124         128         131         139
         142         148         151         152         155         155
         158         158         161         161         164         165
         168         168           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           4           4           7           7          10          10
          13          13           0           0           0           0
           0           0           0           0           0           0
          16          16          19          19          22          22
          25          27          30          33          36          40
          43          48          51          56          59          66
          69          76          79          85          88          94
          97         102         105         109         112         118
         121         127         130         136         139         147
         150         156         159         161         164         165
         168         168         171         172         175         175
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           4           4           7           7          10          10
          13          13          16          16          19          19
           0           0           0           0           0           0
          22          22          25          25          28          28
          31          32          35          38          41          44
          47          51          54          59          62          68
          71          78          81          87          90          96
          99         104         107         111         114         120
         123         129         132         138         141         149
         152         159         162         165         168         173
         176         176         179         180         183         183
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           4           4           7           7          10          10
          13          13          16          16          19          19
          22          22          25          25          28          28
          31          31           0           0          34          34
          37          37          40          42          45          49
          52          57          60          65          68          75
          78          84          87          93          96         101
         104         109         112         117         120         126
         129         137         140         147         150         159
         162         168         171         177         180         186
         189         191         194         195         198         198
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           4           4           7           8
          11          11          14          14          17          17
          20          20          23          23          26          26
          29          30          33          33          36          36
          39          39          42          43          46          48
          51          54          57          62          65          71
          74          81          84          91          94         102
         105         114         117         121         124         132
         135         146         149         158         161         171
         174         182         185         193         196         201
         204         207         210         211         214         214
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           4           4           7           8
          11          11          14          14          17          17
          20          20          23          23          26          26
          29          29          32          33          36          36
