           4         156         159         175         199         195
         219         224         227         235         234         230
         249         276         319         338         347         360
         372         382         411         455         450         447
         443         456         439         429         418         436
         440         428         423         417         400         368
         354         351         339         312         286         241
         204         175         154         129         107          80
          69          53          52          52          53          46
          42          41          35          30          27           4
