          60          60
           1           2           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           3           4
           1           2           0           0           0           0
           0           0           0           0           0           0
           3           5           6           9          10          13
          14          17          18          20           0           0
           0           0           0           0           0           0
           0           0          21          23          24          26
          27          29          30          33          34          40
          41          45          46          53          54          61
          62          68          69          75          76          81
          82          86          87          92          93          99
         100         107         108         113         114         118
         119         127         128         133         134         139
         140         146         147         151         152         154
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0         155         156
           1           2           0           0           0           0
           0           0           0           0           0           0
           0           0           3           5           6           8
           9          11          12          14          15          17
           0           0           0           0           0           0
           0           0          18          20          21          23
          24          26          27          30          31          37
          38          43          44          51          52          58
          59          66          67          73          74          79
          80          85          86          92          93          99
         100         108         109         114         115         122
         123         131         132         137         138         144
         145         150         151         154         155         157
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0         158         159
           1           2           0           0           0           0
           0           0           0           0           0           0
           0           0           3           5           6           8
           9          11          12          14          15          18
          19          22           0           0           0           0
           0           0           0           0          23          26
          27          29          30          34          35          41
          42          47          48          55          56          62
          63          71          72          78          79          85
          86          92          93          99         100         107
         108         115         116         122         123         132
         133         141         142         147         148         155
         156         160         161         165         166         170
           0           0           0           0         171         173
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0         174         175
           1           2           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           3           5
           6           9          10          12          13          16
          17          20          21          23           0           0
          24          26           0           0          27          30
          31          33          34          38          39          44
          45          50          51          58          59          66
          67          75          76          85          86          93
          94         100         101         107         108         116
         117         124         125         131         132         141
         142         148         149         156         157         164
