          60          60
           1           2           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           3           4
           1           2           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           3           5
           6           8           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           9          11          12          15          16          19
          20          22          23          26          27          29
          30          32           0           0           0           0
          33          35          36          38          39          41
          42          45          46          51          52          58
          59          63          64          70          71          75
          76          79          80          84          85          90
          91          96          97          99           0           0
           0           0           0           0           0           0
           0           0           0           0         100         104
           1           2           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           3           5           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           6           8
           9          11          12          15          16          19
          20          22          23          26          27          29
          30          32           0           0          33          35
          36          39          40          42          43          46
          47          51          52          58          59          64
          65          71          72          78          79          83
          84          88          89          94          95         100
         101         103           0           0           0           0
         104         107           0           0           0           0
           0           0         108         110         111         115
           1           2           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           3           5           6           8           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           9          11          12          15          16          18
           0           0           0           0           0           0
          19          21          22          26          27          31
          32          35          36          39          40          43
          44          46          47          49          50          53
          54          57          58          61          62          66
          67          73          74          79          80          85
          86          92          93          97          98         103
         104         109         110         115         116         119
           0           0           0           0         120         122
         123         126           0           0           0           0
         127         129         130         133         134         138
           1           2           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           0           0           0           0
           0           0           3           5           6           8
           0           0           0           0           0           0
           0           0           0           0           0           0
           9          13          14          17          18          21
          22          24          25          27          28          30
          31          35          36          41          42          46
          47          51          52          56          57          61
