  -129.999289   45.93356  0.1290 AXAS1 
  -130.0141     45.93377  0.1444 AXAS2 
  -130.0089     45.95468  0.1280 AXCC1 
  -129.9797     45.94958  0.1120 AXEC1 
  -129.9738     45.93967  0.1190 AXEC2 
  -129.9785     45.93607  0.1160 AXEC3 
  -129.978      45.92573  0.1275 AXID1 
