1 -129.993740       45.954090         1.13400                 8
16 -129.991820       45.950440         1.13500                 6
           1              3     0.49900
           1              4     0.44900
           1              5     0.63400
           2              3     1.09900
           2              4     0.89400
           2              5     1.13400
17 -130.007140       46.002750         2.33500                 6
           1              4     1.48100
           1              5     1.66100
           1              6     1.71600
           1              2     1.65600
           2              3     2.59600
           2              1     3.00100
18 -130.028900       45.978880         0.91600                 7
           1              3     0.76900
           1              5     1.39900
           1              6     1.39400
           1              2     1.24400
           2              3     1.36900
           2              4     2.49400
           2              6     2.61900
19 -130.036470       45.947860         1.22900                12
           1              3     0.66000
           1              4     1.04500
           1              5     1.15000
           1              6     1.16500
           1              1     0.94500
           1              2     0.63000
           2              3     1.57000
           2              4     1.87500
           2              6     2.09500
           2              1     1.74500
           2              2     1.18000
           2              7     2.36500
20 -130.021870       45.947700         0.51400                12
           1              3     0.44200
           1              4     0.84700
           1              5     1.03200
           1              6     0.99700
           1              2     0.50200
           1              7     1.17200
           2              3     0.84700
           2              4     1.65200
           2              5     1.82700
           2              6     1.87200
           2              1     1.65700
           2              2     0.96200
21 -130.030620       45.948010         0.95400                13
           1              3     0.55600
           1              4     0.94600
           1              5     1.06600
           1              6     1.08100
           1              1     0.84100
           1              2     0.58600
           1              7     1.17100
           2              3     1.48600
           2              4     1.79100
           2              5     1.97100
           2              6     2.00600
           2              1     1.75100
           2              2     1.07600
22 -129.988400       46.000860         1.03900                 5
           1              4     1.32300
           1              5     1.56300
           2              6     2.84300
           2              1     3.22300
           2              2     2.84800
23 -129.983840       45.947960         1.31200                 8
           1              3     0.62600
           1              4     0.40600
           1              5     0.47100
           1              6     0.53600
           2              3     1.32600
           2              4     0.75600
           2              5     0.84100
           2              6     1.11600
24 -129.995350       45.949860         0.45800                 7
           1              3     0.45100
           1              4     0.46100
           1              5     0.60600
           1              6     0.69600
           2              4     1.08100
           2              5     1.26100
           2              6     1.46100
25 -130.038600       45.954940         2.04300                11
           1              3     0.71400
           1              4     1.10900
           1              5     1.25400
           1              6     1.17400
           1              1     1.03400
           1              2     0.86400
           2              3     1.51400
           2              5     2.28900
           2              6     2.27900
           2              1     2.02900
           2              2     1.44900
26 -129.996670       45.947470         0.29800                10
           1              3     0.46800
           1              4     0.50300
           1              5     0.69300
           1              6     0.71300
           1              2     0.57800
           2              3     1.30300
           2              4     1.04800
           2              5     1.23800
           2              6     1.56300
           2              1     0.91800
27 -130.037460       45.956850         2.40800                 9
           1              3     0.75000
           1              4     1.12500
           1              5     1.24000
           1              2     0.89500
           2              3     1.46500
           2              5     2.20000
           2              6     2.33000
           2              1     2.05500
           2              2     1.48500
28 -130.028690       45.950160         1.38900                12
           1              3     0.56100
           1              4     0.94100
           1              5     1.04600
           1              6     1.03600
           1              1     0.83600
           1              2     0.64100
           1              7     1.10600
           2              3     1.10100
           2              4     1.79600
           2              6     2.02100
           2              1     1.73600
           2              2     1.09100
29 -130.028170       45.948670         0.99300                 7
           1              3     0.54300
           1              4     0.89800
           1              5     1.06300
           1              2     0.61300
           2              4     1.72800
           2              6     1.97300
           2              2     1.13300
30 -130.004320       46.079300         1.01800                11
           1              3     2.80200
           1              4     2.95700
           1              5     3.13200
           1              6     3.15200
           1              1     3.30200
           1              2     3.21700
           1              7     3.37700
           2              4     5.43200
           2              6     5.66700
           2              1     5.57200
           2              2     5.85700
31 -129.967670       45.929340         1.23400                10
           1              4     0.67300
           1              5     0.42300
           1              6     0.50300
           1              1     0.70800
           1              7     0.38300
           2              4     1.33300
           2              5     0.82800
           2              6     0.92800
           2              1     1.36800
           2              7     0.88800
32 -130.036220       45.953950         1.92300                11
           1              3     0.68100
           1              4     1.04100
           1              5     1.19100
           1              6     1.17100
           1              2     0.82100
           2              3     1.49100
           2              4     2.08600
           2              5     2.26100
           2              6     2.25100
           2              1     1.50600
           2              2     1.31100
33 -130.037750       45.951710         0.96900                11
           1              3     0.66400
           1              4     1.02400
           1              5     1.17400
           1              6     1.15400
           1              2     0.80400
           2              3     1.58900
           2              4     2.06900
           2              5     2.24400
           2              6     2.23400
           2              1     1.48900
           2              2     1.29400
34 -129.998630       45.961360         0.07800                10
           1              3     0.47200
           1              4     0.78700
           1              5     1.03700
           1              6     0.92200
           1              1     1.10700
           1              2     1.05200
           2              3     1.16700
           2              4     1.79200
           2              5     2.05200
           2              6     1.98700
35 -129.997620       45.992860         0.57600                 8
           1              3     1.07400
           1              4     1.26400
           1              5     1.43900
           1              6     1.57400
           1              2     1.55400
           2              3     2.39900
           2              4     2.31400
           2              5     2.71900
36 -129.983580       45.917340         5.08100                 8
           1              3     1.38000
           1              5     1.11500
           1              6     1.06000
           1              1     1.19500
           1              2     1.12000
           2              3     2.42500
           2              4     1.90500
           2              2     2.20500
37 -129.999310       45.944820         0.00000                 5
           1              2     0.58200
           2              3     1.55200
           2              4     1.39200
           2              5     1.69700
           2              6     1.89200
38 -129.974840       45.985400         2.84600                 9
           1              4     1.02700
           1              5     1.23700
           1              6     1.25200
           1              1     1.48200
           2              3     2.15700
           2              4     2.01200
           2              5     2.39700
           2              1     2.42700
           2              2     2.38200
39 -129.975740       45.932130         1.04600                 8
           1              5     0.41300
           1              6     0.35800
           1              1     0.58300
           1              7     0.38800
           2              4     1.06300
           2              5     0.78300
           2              6     0.74300
           2              7     0.68800
40 -129.908220       45.932340         1.05200                 4
           1              5     1.21300
           2              4     2.54800
           2              5     2.26300
           2              6     2.38800
41 -129.982130       45.963310         0.95300                10
           1              3     0.54600
           1              5     0.70600
           1              6     0.68600
           1              1     0.86600
           2              3     1.29600
           2              4     1.52100
           2              5     1.07600
           2              6     1.04600
           2              1     1.53600
           2              2     1.84100
42 -130.013960       45.940650         0.68600                12
           1              3     0.54600
           1              4     0.79100
           1              5     0.83600
           1              6     0.78100
           1              1     0.54100
           1              2     0.32600
           1              7     0.84600
           2              4     1.44100
           2              5     1.64600
           2              6     1.53100
           2              1     1.21100
           2              2     0.54100
43 -130.020520       45.937530         1.26200                10
           1              5     0.90200
           1              6     0.88700
           1              1     0.59700
           1              2     0.35700
           2              3     1.25700
           2              4     1.45700
           2              5     1.66200
           2              6     1.59700
           2              1     1.19200
           2              2     0.44200
44 -130.037640       45.955960         1.71800                11
           1              3     0.68400
           1              4     1.08400
           1              5     1.23900
           1              6     1.21900
           1              1     1.00900
           1              2     0.82900
           2              3     1.48900
           2              5     2.25400
           2              6     2.22900
           2              1     1.98900
           2              2     1.42400
45 -129.975880       45.975410         4.78900                 9
           1              3     1.17100
           1              4     1.07100
           1              5     1.21600
           1              6     1.30100
           1              1     1.38100
           1              2     1.43600
           2              3     2.21100
           2              4     2.23600
           2              2     2.48600
46 -130.002910       45.981900         2.81000                 9
           1              3     0.92000
           1              4     1.04000
           1              5     1.15500
           1              6     1.31000
           1              2     1.29000
           2              3     1.50500
           2              4     2.07000
           2              6     2.35000
           2              2     2.39500
47 -129.995590       45.970450         4.36800                 9
           1              3     0.98600
           1              4     1.04100
           1              5     1.23100
           1              6     1.13100
           1              2     1.22600
           2              3     1.95600
           2              4     1.88100
           2              5     2.21100
           2              2     2.27600
48 -130.020110       46.010040         0.97400                11
           1              3     1.41900
           1              4     1.65400
           1              5     1.93400
           1              6     1.85900
           1              1     1.90400
           1              2     1.81900
           2              3     2.75900
           2              4     2.59900
           2              6     3.18900
           2              1     3.51400
           2              2     3.47900
49 -130.005720       45.983120         2.36400                12
           1              3     0.89600
           1              4     1.04600
           1              5     1.24600
           1              6     1.26600
           1              1     1.31100
           1              2     1.29600
           2              3     1.55100
           2              4     2.13100
           2              5     2.34600
           2              6     2.35100
           2              1     2.05100
           2              2     2.47100
50 -129.995470       46.005150         1.28800                12
           1              3     1.34500
           1              4     1.50500
           1              5     1.51000
           1              6     1.74500
           1              1     1.82500
           1              2     1.66500
           2              3     2.58000
           2              4     2.52500
           2              5     3.29500
           2              6     3.03000
           2              1     3.27000
           2              2     2.91500
51 -129.994420       45.941790         0.13400                 9
           1              4     0.46200
           1              5     0.65200
           1              6     0.52200
           1              2     0.67200
           1              7     0.93200
           2              3     1.71700
           2              5     1.65200
           2              6     0.92200
           2              2     1.38200
52 -129.995770       45.975020         2.82100                 8
           1              4     0.91600
           1              5     1.07600
           1              6     1.15100
           1              2     1.19100
           2              4     1.77600
           2              5     2.03600
           2              6     2.17600
           2              2     2.20100
53 -129.980880       45.925520         1.04400                 4
           1              3     0.99500
           1              4     0.70500
           2              4     1.65000
           2              2     1.44500
54 -130.026020       45.948240         2.23400                13
           1              3     0.69800
           1              4     0.87800
           1              5     1.04300
           1              6     1.04800
           1              1     0.86300
           1              2     0.64800
           1              7     1.15800
           2              3     1.23300
           2              4     1.76800
           2              5     1.98300
           2              6     2.05800
           2              1     1.91800
           2              2     1.09300
55 -130.038990       45.955310         1.75000                12
           1              3     0.70400
           1              4     1.07400
           1              5     1.25400
           1              6     1.24400
           1              2     0.84400
           1              7     1.36400
           2              3     1.64400
           2              4     2.01900
           2              5     2.20900
           2              6     2.23900
           2              1     2.08900
           2              2     1.35400
56 -130.021560       45.946770         0.74200                11
           1              3     0.44300
           1              4     0.87300
           1              5     0.91800
           1              6     0.93300
           1              1     0.73300
           1              2     0.51300
           2              3     1.14300
           2              4     1.62300
           2              5     1.79800
           2              6     1.80300
           2              2     0.90800
57 -130.024350       45.955010         1.48500                 9
           1              3     0.48500
           1              4     0.89000
           1              5     1.03000
           1              2     0.76500
           2              3     1.37000
           2              4     1.82000
           2              5     2.02500
           2              6     1.95500
           2              2     1.13500
58 -129.910450       45.986570         1.01500                 8
           1              3     1.80900
           1              4     1.52400
           1              5     1.49900
           1              2     2.22400
           1              7     1.71900
           2              3     3.08400
           2              4     2.86900
           2              1     3.46900
59 -130.033750       45.955600         1.73300                10
           1              3     0.63900
           1              4     1.02400
           1              5     1.18900
           1              6     1.17400
           1              1     1.05400
           1              2     0.79400
           2              4     1.93900
           2              5     2.18900
           2              2     1.32900
           2              7     2.38900
60 -129.994480       45.951020         0.70100                11
           1              3     0.42400
           1              4     0.48900
           1              5     0.62900
           1              6     0.64400
           1              2     0.73900
           2              3     1.16400
           2              4     0.91900
           2              5     1.24400
           2              6     1.31400
           2              1     1.14400
           2              7     1.74400
61 -129.999820       45.977660         1.70000                10
           1              3     0.74800
           1              4     0.90800
           1              5     1.09300
           1              6     1.13300
           1              1     1.25800
           1              2     1.14300
           2              4     1.76800
           2              5     2.09300
           2              6     2.18300
           2              2     2.07300
62 -130.000400       45.972370         0.95600                 8
           1              4     0.82800
           1              5     0.98800
           1              6     1.01800
           1              2     1.09800
           2              4     1.63800
           2              5     1.97300
           2              6     2.07300
           2              2     1.92800
63 -129.949620       45.884250         1.06300                 5
           1              2     1.64300
           2              3     3.68300
           2              5     2.55800
           2              6     2.76300
           2              2     2.71300
64 -130.029280       45.950620         1.64300                12
           1              3     0.59500
           1              4     0.94000
           1              5     1.07500
           1              6     1.08000
           1              1     0.85000
           1              2     0.67000
           1              7     1.23000
           2              4     1.77500
           2              5     2.00500
           2              6     2.00000
           2              1     1.76500
           2              2     1.06000
65 -130.013470       45.944950         0.31900                13
           1              3     0.43000
           1              4     0.85500
           1              5     0.94000
           1              6     0.94000
           1              1     0.53000
           1              2     0.50000
           1              7     1.07500
           2              3     1.28000
           2              4     1.61000
           2              5     1.84500
           2              6     1.83000
           2              1     1.51500
           2              2     0.94500
66 -129.967190       45.953280         0.33700                10
           1              4     0.40200
           1              5     0.61200
           1              6     0.63700
           1              1     1.05200
           1              2     1.15700
           1              7     0.85700
           2              3     1.84700
           2              4     1.02700
           2              6     1.47200
           2              2     2.09200
67 -130.004760       45.972510         0.93700                 6
           1              5     1.08400
           1              6     1.07400
           1              2     1.07400
           2              4     1.72400
           2              5     1.97400
           2              6     2.05900
68 -129.998150       45.978280         1.23500                 7
           1              4     0.89600
           1              5     1.11600
           1              2     1.22100
           2              4     1.79600
           2              5     2.08100
           2              6     2.22600
           2              2     2.15600
69 -129.988590       45.963790         1.43700                 8
           1              3     0.59100
           1              4     0.59100
           1              5     0.79600
           1              6     0.76600
           1              2     1.07600
           2              4     1.11600
           2              5     1.45600
           2              6     1.63600
70 -129.966060       45.928340         2.66200                10
           1              4     0.84000
           1              5     0.63500
           1              6     0.68000
           1              1     0.94000
           1              2     1.03500
           2              3     2.31000
           2              4     1.32500
           2              5     1.63000
           2              6     1.61500
           2              2     1.60500
71 -129.984850       45.936360         0.21300                 7
           1              5     0.43400
           1              6     0.20900
           1              1     0.41400
           1              2     0.89900
           1              7     0.47900
           2              5     0.63400
           2              6     0.60400
72 -129.982130       45.940970         0.56900                 7
           1              4     0.43200
           1              5     0.32200
           1              6     0.25700
           1              1     0.52700
           2              4     0.88700
           2              5     0.69200
           2              6     0.74200
73 -130.002460       45.975810         0.99300                 8
           1              4     0.86800
           1              5     1.09300
           1              1     1.27300
           1              2     1.14800
           2              3     1.21300
           2              4     1.82800
           2              5     1.99300
           2              2     2.18800
74 -130.024020       45.947690         0.87500                 9
           1              3     0.41000
           1              4     0.83000
           1              5     0.99500
           1              2     0.47500
           1              7     1.12000
           2              3     0.72000
           2              4     1.60000
           2              6     1.82000
           2              2     0.90500
75 -129.993180       45.944560         0.13500                 4
           1              7     0.83300
           2              4     1.13800
           2              5     1.44300
           2              2     1.45800
76 -129.971710       45.937030         1.52800                13
           1              3     0.88800
           1              4     0.54800
           1              5     0.43800
           1              6     0.43800
           1              1     0.64300
           1              7     0.52800
           2              3     1.80800
           2              4     1.00800
           2              5     0.76300
           2              6     0.86300
           2              1     1.24800
           2              2     2.08800
           2              7     0.95800
77 -130.042470       45.966320         1.01500                 7
           1              5     1.39100
           1              6     1.38100
           1              2     1.04100
           1              7     1.48100
           2              4     2.26600
           2              5     2.50100
           2              6     2.67100
78 -130.025210       45.949200         0.54900                 7
           1              3     0.44000
           1              4     0.91000
           1              5     1.10000
           1              2     0.55000
           2              3     0.84000
           2              4     1.73000
           2              6     1.96500
79 -130.046390       45.954550         1.91400                14
           1              3     0.81800
           1              4     1.19800
           1              5     1.34300
           1              6     1.31800
           1              1     1.14800
           1              2     0.89800
           1              7     1.43300
           2              3     1.62800
           2              4     2.24300
           2              5     2.33300
           2              6     2.39800
           2              1     2.11800
           2              2     1.56800
           2              7     2.84300
80 -130.001020       45.950580         1.08700                 6
           1              3     0.24300
           1              5     0.68300
           1              6     0.65800
           2              3     0.38800
           2              5     1.01800
           2              6     1.11300
81 -129.987550       45.956170         1.38900                10
           1              3     0.54800
           1              4     0.46800
           1              5     0.63800
           1              6     0.68800
           1              1     0.79800
           1              2     0.87300
           2              3     1.11800
           2              4     0.96800
           2              5     1.22300
           2              6     1.30300
82 -130.017750       45.939080         0.93900                13
           1              3     0.58000
           1              4     0.80500
           1              5     0.87000
           1              6     0.84000
           1              1     0.57000
           1              2     0.36000
           1              7     0.88500
           2              3     1.25500
           2              4     1.54000
           2              5     1.52000
           2              6     1.61500
           2              1     1.24500
           2              2     0.36500
83 -129.974000       45.934010         1.47000                10
           1              5     0.43800
           1              6     0.41800
           1              1     0.62800
           1              2     0.70300
           1              7     0.45800
           2              4     1.10800
           2              5     0.82300
           2              6     0.86300
           2              1     1.32300
           2              7     0.77300
84 -130.023180       45.985740         2.20900                 9
           1              3     0.95500
           1              4     1.23500
           1              5     1.41000
           1              6     1.46000
           1              2     1.34000
           2              3     1.85500
           2              4     2.22000
           2              6     2.99000
           2              2     2.36500
85 -129.974410       45.932860         1.43800                11
           1              4     0.61700
           1              5     0.44700
           1              6     0.42700
           1              1     0.63200
           1              2     0.72200
           1              7     0.42200
           2              4     1.11700
           2              5     0.85200
           2              6     0.87700
           2              1     1.32200
           2              7     0.75200
86 -130.071030       45.949530         1.08300                 7
           1              3     1.13000
           1              5     1.56500
           1              6     1.67500
           1              1     1.36500
           1              2     1.09000
           2              6     2.97000
           2              1     2.44000
87 -130.025730       45.940330         0.41900                 7
           1              6     1.07700
           1              1     0.72200
           1              2     0.35200
           2              3     1.26200
           2              4     1.73200
           2              6     1.87200
           2              2     0.76700
88 -130.005710       45.988710         1.03700                10
           1              4     1.11300
           1              5     1.36800
           1              6     1.41800
           1              1     1.53800
           1              2     1.32800
           2              3     1.78800
           2              4     2.21800
           2              5     2.43300
           2              6     2.73300
           2              2     2.32800
89 -129.996460       45.946800         0.81900                 9
           1              3     0.51200
           1              4     0.51700
           1              5     0.68700
           1              6     0.62700
           1              1     0.47700
           2              3     0.80700
           2              4     0.81200
           2              5     1.11700
           2              6     1.20700
90 -130.005080       45.935670         0.97300                 6
           1              5     0.60100
           1              2     0.40100
           2              3     1.37600
           2              4     1.36100
           2              5     1.68600
           2              2     0.61100
91 -129.975710       45.947060         0.13800                 6
           1              4     0.15300
           1              5     0.43800
           1              6     0.63800
           2              3     1.95300
           2              4     0.49300
           2              5     0.58800
92 -129.995900       45.949580         0.51000                 9
           1              3     0.44600
           1              4     0.47600
           1              5     0.66100
           1              6     0.63600
           1              2     0.67100
           2              3     1.06100
           2              4     1.03100
           2              5     1.33600
           2              6     1.42600
93 -130.003270       45.976960         0.56500                 8
           1              3     0.68900
           1              4     0.94400
           1              5     1.26400
           1              6     1.16400
           1              1     1.27900
           1              2     1.25900
           2              4     1.91900
           2              6     2.11400
94 -130.016450       45.939290         0.53200                10
           1              3     0.55100
           1              5     0.78600
           1              6     0.84600
           1              1     0.56600
           1              2     0.34600
           1              7     0.87600
           2              4     2.16100
           2              5     1.64100
           2              1     1.27100
           2              2     0.53100
95 -130.011930       45.925420         1.29200                 9
           1              3     0.88400
           1              4     0.95900
           1              5     0.72900
           1              6     0.86900
           1              1     0.61900
           1              2     0.31400
           2              4     1.56900
           2              6     1.64900
           2              2     0.59900
96 -129.977400       45.956100         1.70600                 9
           1              3     0.67100
           1              5     0.59100
           1              6     0.69100
           1              1     0.86600
           1              7     0.92600
           2              3     1.36600
           2              4     1.20100
           2              5     1.09100
           2              6     1.11600
97 -129.996110       45.945770         0.00000                 8
           1              4     0.49000
           1              5     0.67500
           1              6     0.67000
           1              2     0.73500
           2              3     1.37000
           2              4     1.40000
           2              6     1.82500
           2              2     1.69000
98 -129.989410       45.953770         1.23400                 9
           1              3     0.50900
           1              4     0.43900
           1              5     0.61900
           1              6     0.64900
           1              2     0.93900
           2              3     1.19900
           2              4     0.89400
           2              5     1.19400
           2              6     1.17900
99 -130.011690       45.973870         0.71700                 9
           1              3     0.69600
           1              4     0.91600
           1              5     1.18600
           1              2     1.09100
           2              3     1.14100
           2              4     1.83600
           2              5     2.20600
           2              6     2.33600
           2              2     2.17100
100 -129.996840       45.948230         0.25600                 8
           1              3     0.43900
           1              4     0.55900
           1              5     0.62400
           1              7     1.00400
           2              3     1.14900
           2              4     1.21400
           2              5     1.49900
           2              6     1.59400
101 -130.026600       45.948870         0.86200                13
           1              3     0.50200
           1              4     0.89700
           1              5     1.02200
           1              6     1.00700
           1              1     0.62700
           1              2     0.57200
           1              7     1.19200
           2              3     0.88700
           2              4     1.72200
           2              5     1.89700
           2              6     1.94200
           2              1     1.67700
           2              2     1.02700
102 -129.991390       45.952770         1.24900                10
           1              3     0.50000
           1              4     0.46000
           1              5     0.61000
           1              6     0.64000
           1              1     0.76000
           1              2     0.75500
           2              3     0.91500
           2              4     0.88000
           2              5     1.18500
           2              6     1.26500
103 -130.024460       45.948410         0.50700                 7
           1              3     0.42400
           1              4     0.88400
           1              5     1.06900
           2              3     0.74400
           2              4     1.66900
           2              6     1.89400
           2              2     0.99400
104 -130.059650       45.954020         0.76000                 7
           1              3     1.00300
           1              5     1.56800
           1              1     1.27800
           1              2     1.04300
           2              4     2.58300
           2              5     2.72800
           2              6     2.92800
105 -129.988340       45.950100         1.27800                10
           1              3     0.54400
           1              4     0.38900
           1              5     0.56400
           1              6     0.52900
           1              2     0.80400
           2              3     1.13400
           2              4     0.81900
           2              5     1.07900
           2              6     1.15400
           2              1     1.33900
106 -129.991010       46.021950         1.04100                 4
           1              4     1.75900
           1              2     2.11400
           2              4     3.22900
           2              5     3.57400
107 -130.005460       45.979490         3.73600                 9
           1              3     0.95600
           1              4     1.14600
           1              5     1.24100
           1              6     1.27600
