 -0.190936550      0.355566144      0.488545001       3.07434481E-02
 -0.111477531       6.91845641E-02  -7.61887291E-04   1.66485365E-02
  -5.55168130E-02  0.119907945     -0.336396128      -3.70459929E-02
  -6.83383644E-02  -3.28029208E-02 -0.303324640       1.31780934E-02
  0.109740853      0.118748210       6.36097342E-02  -1.99245382E-02
  -7.61635005E-02   4.28598374E-02  -3.03547811E-02   1.59936957E-02
 -0.357704639     -0.161201447     -0.268349111       4.87191491E-02
  0.321176469      0.248440325     -0.140751287      -4.78975698E-02
 -0.130056292       3.80109064E-03 -0.245949447      -4.28345874E-02
   6.16423786E-02  0.342444003     -0.145444885      -1.87802054E-02
 -0.138662323      -6.31628633E-02 -0.286798000       1.04554622E-02
 -0.353185534      0.515973508     -0.241728365       9.44731832E-02
   2.05471776E-02   1.87322926E-02   5.41644394E-02   4.58567450E-03
  0.646490335     -0.389697552      0.407189965       8.13755319E-02
  -1.75573509E-02   4.50912863E-02 -0.163791999      -2.88807694E-02
  -9.97783914E-02   2.00854409E-02 -0.185712814       1.54621992E-02
   2.99250241E-02  -2.87004113E-02 -0.108455829      -3.63404583E-03
  0.147114724     -0.144032732       4.80957031E-02   2.68646516E-03
 -0.488392144       8.12475979E-02  0.365852445       6.22008555E-02
  0.621430755       5.31929359E-02 -0.438236058      -4.06180099E-02
  -4.20109108E-02  -1.43253943E-02 -0.353252172       3.04396767E-02
  -3.87633145E-02  0.207327574      0.130289510       3.07461061E-02
   8.13186616E-02 -0.491620272      0.243075967       1.54562099E-02
   8.41166750E-02  0.169071823     -0.182093501       1.00022955E-02
  0.201801211      0.317944288      0.105028711       3.10188700E-02
  -7.84025416E-02  0.154563487     -0.307515502       6.31105602E-02
  -1.59669369E-02  0.181708574      0.340149969      -2.68959347E-02
  0.478819311     -0.456727087      0.998717070      0.158044472    
 -0.111791953       4.12733182E-02  -2.38686875E-02  -1.48804244E-02
 -0.349236846       5.27075641E-02  0.425777793       2.67425850E-02
 -0.153434843      0.265256554      0.328225255       2.43986845E-02
   6.24543764E-02  0.178631574      0.163877085      -1.43651329E-02
  -1.43135956E-03  0.508766294     -0.513228893       4.74725813E-02
 -0.314973593      0.186219543     -0.148665011       7.05929995E-02
  -3.87039855E-02   1.64730996E-02   2.14706883E-02   5.61697129E-03
  0.201232508      0.102213956      -9.02633667E-02   1.42853362E-02
  0.114436314      0.184600085       3.18117179E-02  -1.68509930E-02
  -9.93661582E-02   2.11052429E-02 -0.201288745       4.60509770E-02
  -1.11943328      0.322532117      0.713289440      0.140691727    
 -0.712370992      0.922090650       1.75576769E-02   9.05627832E-02
   5.10409400E-02   6.29454255E-02  -2.59132423E-02  -2.19822279E-03
  -2.29211617E-02   2.52462216E-02   3.94844916E-04  -5.70142118E-04
  -5.78885078E-02  -3.95498499E-02 -0.288427413      -4.02571224E-02
   4.68533412E-02   5.65994065E-03   1.04952883E-02  -1.24461693E-03
 -0.298550814       5.68817519E-02   8.88934825E-03   4.80843261E-02
  -3.50280628E-02 -0.152370751     -0.267020047       2.36131512E-02
  -8.12518448E-02   8.02645683E-02 -0.591404617       1.97861530E-03
  0.403296947      -8.90559983E-03 -0.268485337      -1.18340680E-03
 -0.162198231      0.185843647      0.410158157       2.12434903E-02
   3.93744186E-02  -4.91747931E-02 -0.363043100      -1.15427328E-02
 -0.246345103       7.72086233E-02  0.115938619       3.69438231E-02
  0.559261918     -0.163817555     -0.406582117      -3.03866677E-02
 -0.544941783      0.135058567      -5.32109626E-02   9.78391171E-02
 -0.277887613      0.483661354      0.261950254      0.111527950    
 -0.274576128       4.60832263E-04 -0.109617248       5.28670102E-02
 -0.231390730      -3.08637116E-02 -0.517427981      -9.28273872E-02
 -0.277391553      0.462304503      -9.01974142E-02   4.54868488E-02
  -3.66928652E-02  -9.85208154E-03 -0.141907498       1.83694735E-02
  0.107265778      -2.72082556E-02  0.110502802       1.82982758E-02
  -1.92193761E-02  -6.14231266E-02 -0.217919663       4.56982292E-03
 -0.337796152       7.49191940E-02  0.300954998       2.91261300E-02
  -1.64263062E-02  -9.07465667E-02   1.33428109       4.50110361E-02
 -0.304903358      0.227948412      0.389403522       4.57402356E-02
  0.234926790      0.387383550      0.314267844      -1.80317406E-02
   3.26789469E-02  0.160291523     -0.319967836       2.98555451E-03
  -7.09438026E-02 -0.139219627     -0.322423309      -3.54333259E-02
  0.476688862     -0.426432073      -7.50180185E-02  -6.24395683E-02
 -0.262522042     -0.311794251      0.184929937       5.16030379E-02
 -0.119782254     -0.455040276      -1.58636272      -5.19343838E-02
   3.72860953E-02  0.134195507      -2.45662294E-02  -8.67200608E-04
 -0.166316777      0.208801016      0.524335146      -1.02102943E-02
  -1.77354049E-02   7.08128214E-02  -2.58643143E-02  -1.67624571E-03
 -0.180713415      -4.83362563E-02 -0.231505543      -4.53243069E-02
  -7.68924057E-02  0.174569249      0.252723902       6.44242391E-03
  0.658315539     -0.767867088      0.197669402       5.29292114E-02
  -7.49860033E-02   2.27215849E-02  -8.68723094E-02  -2.06089430E-02
   5.89836109E-03  -9.34161544E-02 -0.121255100      -1.35412868E-02
  0.387947500      0.158769414     -0.384175241      0.127698854    
 -0.305464834      0.168736443     -0.413938522       1.27457520E-02
  0.137078315     -0.141794965      0.124935992       3.05630881E-02
  -2.42514182E-02  -9.13589373E-02 -0.164851323       2.69360561E-02
  0.697824955     -0.373032421     -0.282103568      -8.15065727E-02
   3.53927538E-02  0.353801250      -6.37345687E-02   4.73011918E-02
 -0.319092810       8.34533647E-02  -9.16536078E-02   1.05061401E-02
 -0.149955869      0.225770086      0.196267948      -1.29872859E-02
 -0.313438803       1.02188829E-02 -0.217237920       9.29757655E-02
   3.32347155E-02   1.72435306E-02 -0.150803819       9.87022184E-03
 -0.251116574      0.226293281      0.348851800       1.23747801E-02
  0.480226547      -8.53284523E-02 -0.266974330      -3.92375104E-02
  0.624374032      -4.39655781E-02 -0.442678630      -5.25823161E-02
  -1.95298046E-02  0.162135646      0.163668916       3.47745568E-02
  0.251348913      0.232221499     -0.252614260      -7.34291645E-03
  -6.35079220E-02  -5.90586960E-02   4.85832617E-02   3.66797554E-04
  0.119216308      0.819071651     -0.753198147       6.98748007E-02
