-75.32250       4.89517        0.38    12
-75.32200       4.89550        0.18    13
-75.32200       4.89550        0.18    13
-75.32433       4.89417        0.88    10
-75.31850       4.90167        0.96    8
-75.31866       4.88600        4.14    10
-75.33400       4.86250        4.36    11
-75.32900       4.87200        3.13    11
-75.31600       4.88667        0.78    9
-75.31617       4.88233        3.94    9
-75.31416       4.88317        3.40    9
-75.31316       4.88250        3.34    8
-75.31517       4.88333        3.54    9
-75.31316       4.88100        3.31    11
-75.32267       4.89550        0.08    8
-75.32333       4.89433        0.25    8
-75.32500       4.87267        4.22    9
-75.31416       4.88733        0.33    8
-75.31284       4.87750        2.99    7
-75.31284       4.87750        2.99    7
-75.33000       4.89550        2.38    7
-75.33000       4.89550        2.38    7
-75.58000       4.68017        5.84    7
-75.58000       4.68017        5.84    7
-75.32200       4.89600        0.39    10
-75.32200       4.89600        0.39    10
-75.33566       4.95000        4.85    10
-75.33650       4.94900        7.00    8
-75.32767       4.95967        3.91    9
-75.34817       4.93533        7.00    8
-75.34250       4.94633        5.80    9
-75.32533       4.89150        1.19    8
-75.31050       4.87867        3.93    7
-75.32800       4.88683        0.70    6
-75.31917       4.88733        3.33    10
-75.31416       4.89867        3.81    7
-75.31116       4.88650        1.71    7
-75.31567       4.91083        1.85    8
-75.31100       4.88317        2.32    8
-75.30883       4.90500        1.45    9
-75.31167       4.87100        2.64    10
-75.34184       4.87050        14.00   8
-75.39333       4.50167        4.00    6
-75.32400       4.87550        2.80    5
-75.30617       4.88550        0.30    9
-75.30950       4.88883        0.69    7
-75.32150       4.86367        2.87    7
-75.32733       4.89533        0.65    7
-75.32417       4.89317        0.45    7
-75.31300       4.89000        1.68    10
-75.33017       4.89300        2.35    7
-75.33000       4.89417        0.05    8
-75.30817       4.90383        2.49    9
-75.40366       4.96133        5.63    8
-75.31983       4.89767        0.45    9
-75.31367       4.89050        3.46    9
-75.34650       4.86150        5.71    9
-75.34650       4.86150        5.71    9
-75.33350       4.89600        0.00    5
-75.45084       4.83800        5.55    10
-75.31983       4.89967        0.35    10
-75.43500       4.93083        4.79    9
-75.35934       4.90417        3.43    6
-75.28683       4.94683        3.89    6
-75.36816       4.88500        5.86    8
-75.35817       4.88700        6.95    8
-75.35316       4.88833        7.38    7
-75.32567       4.89233        1.47    10
-75.28217       4.96117        6.10    12
-75.34517       4.89050        5.82    7
-75.35333       4.89683        4.64    7
-75.35150       4.88933        4.88    8
-75.35717       4.88633        4.59    9
-75.34734       4.89017        5.81    8
-75.35867       4.90683        2.66    7
-75.35500       4.89450        5.08    6
-75.34267       4.89317        6.02    8
-75.36250       4.89167        3.44    8
-75.34666       4.89033        5.35    9
-75.34517       4.89150        5.93    8
-75.35400       4.89333        5.02    7
-75.39333       4.49867        2.22    8
-75.30967       4.84767        4.46    11
-75.30850       4.84950        4.24    10
-75.32567       4.88500        3.42    6
-75.32417       4.89500        0.10    11
-75.32166       4.89767        0.10    7
-75.32267       4.89567        0.11    9
-75.31316       4.88350        3.09    10
-75.31216       4.88550        3.19    10
-75.31150       4.88117        3.38    9
-75.31483       4.88000        2.95    9
-75.32467       4.89317        0.82    10
-75.32867       4.87550        3.52    7
-75.32833       4.87983        1.56    8
-75.32500       4.87983        2.76    10
-75.32584       4.89817        0.55    10
-75.32700       4.87650        2.13    10
-75.48983       4.97767        12.59   8
-75.32750       4.87767        1.93    8
-75.32667       4.88033        1.60    9
-75.32917       4.87650        2.65    10
-75.32500       4.89233        0.26    8
-75.32600       4.87050        4.74    9
-75.32533       4.87850        2.82    10
-75.31483       4.88683        0.29    9
-75.32484       4.87533        3.13    6
-75.33117       4.86717        3.42    9
-75.26900       4.90900        20.00   7
-75.17567       4.78467        5.00    8
-75.17567       4.78467        5.00    8
-75.31050       4.90483        3.37    8
-75.31000       4.90417        3.14    10
-75.32183       4.89617        0.17    9
-75.30967       4.90350        3.54    8
-75.32500       4.89250        0.49    9
-75.33483       4.85233        4.30    11
-75.31250       4.88233        2.95    9
-75.33750       4.89600        0.00    4
-75.31550       4.88600        0.69    10
-75.31550       4.88600        0.69    10
-75.32667       4.89033        0.94    10
-75.30566       4.81233        2.00    12
-75.29867       4.81417        4.43    7
-75.29083       4.82350        7.19    10
-75.30566       4.81517        4.26    12
-75.31316       4.81717        4.00    9
-75.30566       4.81767        4.00    12
-75.30566       4.81850        4.53    8
-75.29784       4.82150        5.86    13
-75.30000       4.82167        5.46    10
-75.30566       4.81783        3.79    10
-75.32283       4.84400        6.04    9
-75.30283       4.81800        5.77    10
-75.33700       4.88750        3.02    8
-75.32716       4.89217        1.85    10
-75.32350       4.87650        2.35    9
-75.31067       4.83233        4.46    8
-75.29916       4.91017        3.75    11
-75.31233       4.88700        0.93    8
-75.49067       4.94883        10.37   8
-75.32567       4.89117        1.40    7
-75.32567       4.89117        1.40    7
-75.33466       4.86683        3.35    9
-75.32733       4.87567        2.47    10
-75.32867       4.87933        1.82    8
-75.32450       4.87550        3.52    8
-75.32100       4.89733        0.06    9
-75.29850       4.88333        4.47    11
-75.32200       4.89717        0.20    10
-75.31333       4.87850        2.87    7
-75.31150       4.88367        1.95    11
-75.31966       4.89733        0.26    7
-75.31650       4.88550        1.03    9
-75.32616       4.87750        2.10    10
-75.32616       4.87750        2.10    10
-75.32467       4.90567        0.17    10
-75.32383       4.89317        0.56    8
-75.31883       4.89867        1.90    5
-75.31284       4.88517        3.25    11
-75.31316       4.88100        3.09    9
-75.31384       4.87400        3.80    6
-75.32500       4.87950        0.84    8
-75.31050       4.88433        0.52    11
-75.31367       4.88050        2.81    11
-75.31416       4.87050        6.39    6
-75.46183       4.96650        13.44   9
-75.31384       4.88433        1.19    9
-75.31300       4.87967        3.30    8
-75.31267       4.88017        3.20    10
-75.32484       4.89133        1.38    7
-75.32716       4.94717        6.83    12
-75.32667       4.94550        6.85    8
-75.31100       4.88083        2.44    8
-75.30983       4.87383        4.00    9
-75.32550       4.95267        2.23    6
-75.32350       4.95300        4.00    9
-75.32350       4.95300        4.00    9
-75.33134       4.87050        3.52    8
-75.32983       4.86033        3.00    8
-75.40317       4.70917        4.00    9
-75.41050       4.71017        3.07    9
-75.31767       4.89817        2.12    8
-75.46333       4.96483        13.73   9
-75.31983       4.88783        2.53    10
-75.32383       4.89883        1.00    8
-75.31950       4.89433        0.41    9
-75.32784       4.89117        1.88    7
-75.33266       4.86700        3.26    10
-75.33067       4.86817        3.48    10
-75.32217       4.89500        0.17    8
-75.33200       4.86667        4.12    6
-75.32983       4.87050        3.67    9
-75.32333       4.89400        0.50    8
-75.32500       4.88567        3.00    10
-75.32584       4.88517        3.35    8
-75.31000       4.87650        3.28    10
-75.31033       4.87300        3.88    8
-75.31033       4.87300        3.88    8
-75.31133       4.90883        4.40    8
-75.31416       4.87300        3.10    9
-75.33200       4.87050        4.50    6
-75.33617       4.85517        3.77    7
-75.31233       4.84083        5.30    5
-75.34184       4.86333        3.56    6
-75.33050       4.87550        2.16    7
-75.33283       4.86617        4.22    7
-75.31284       4.89217        1.09    6
-75.32400       4.89400        0.14    7
-75.32400       4.89400        0.14    7
-75.31216       4.88150        3.33    8
-75.48817       4.78400        4.00    11
-75.31850       4.88550        4.02    8
-75.33466       4.87050        4.28    7
-75.31200       4.87983        3.54    7
-75.30933       4.88533        2.29    7
-75.33566       4.89267        0.00    4
-75.32233       4.89750        0.41    7
-75.32383       4.90000        1.02    7
-75.32633       4.88133        0.94    5
-75.31934       4.88517        3.04    7
-75.32066       4.88500        3.09    7
-75.32550       4.86867        3.40    10
-75.32883       4.86933        2.72    9
-75.32667       4.89500        0.41    6
-75.32250       4.89567        0.79    7
-75.30883       4.88017        2.56    6
-75.32917       4.87050        3.17    8
-75.31517       4.91150        3.48    10
-75.31384       4.91367        2.47    8
-75.32166       4.89717        0.81    7
-75.32166       4.89717        0.81    7
-75.31300       4.88033        1.56    8
-75.38033       4.56717        16.00   9
-75.32217       4.89683        0.09    10
