  -130.027588       45.9423218      0.902402282    
  -130.020660       45.9454269      0.777334630    
  -129.978607       45.9342651       1.61041737    
  -130.030243       45.9437790       1.54520977    
  -130.017059       45.9393082      0.479948938    
  -130.014404       45.9404831      0.356948048    
  -130.018036       45.9441986      0.662656426    
  -130.013016       45.9414253      0.291257769    
  -129.985001       45.9417191       1.62037086    
  -130.028564       45.9336624       1.44893706    
  -129.985352       45.9402313       1.57851815    
  -130.028809       45.9468117       1.63741469    
  -129.984802       45.9418907       1.62249434    
  -129.980698       45.9382477       1.87826610    
  -129.983337       45.9410324       1.68270564    
  -129.987000       45.9420967      0.830530524    
  -130.026886       45.9456062      0.945293963    
  -129.996780       45.9264946      0.669590414    
  -130.027069       45.9327545       1.26264858    
  -130.016113       45.9430618      0.634887815    
  -129.983749       45.9418755       1.48667228    
  -129.978699       45.9500427       1.60746098    
  -129.980377       45.9553337       1.69661391    
  -130.018707       45.9445915      0.496742398    
  -129.990021       45.9435959      0.668159783    
  -129.989899       45.9458733      0.473993897    
  -130.016144       45.9381790      0.474155188    
  -129.975830       45.9396896       1.77848840    
  -129.971558       45.9312553       1.60013413    
  -130.019974       45.9422417      0.821555376    
  -130.026306       45.9441986       1.04215682    
  -130.020294       45.9439316      0.685338914    
  -130.021698       45.9453011      0.532759547    
  -130.018707       45.9422760      0.624632239    
  -130.024536       45.9450874       1.09189034    
  -129.996887       45.9591446       1.21701252    
  -130.024719       45.9437294      0.825020611    
  -130.020630       45.9485435      0.587358177    
  -130.023178       45.9440994      0.789665222    
  -130.028381       45.9285393       1.81630945    
  -129.977188       45.9361954       1.52029741    
  -129.972626       45.9373055       1.83537877    
  -129.977982       45.9505730       1.91698754    
  -129.978027       45.9395638       1.57555985    
  -130.027924       45.9522400      0.757604480    
  -129.996536       45.9651909       1.16771531    
  -129.998230       45.9645729       1.90219188    
  -130.018433       45.9434280      0.678030372    
  -130.028992       45.9396896       1.14535570    
  -130.019928       45.9440002       2.88816071    
  -130.027496       45.9439888       1.41280794    
  -130.021790       45.9473267      0.624417126    
  -130.024002       45.9474258      0.557335615    
  -129.994629       45.9602623       2.29601932    
  -129.983200       45.9475098       1.94007456    
  -129.987457       45.9543839       2.21662021    
  -129.987167       45.9450455      0.390433490    
  -129.982819       45.9413109       1.68178689    
  -129.986542       45.9421997      0.818634868    
  -130.019653       45.9428978      0.581090927    
  -130.029434       45.9391136       1.27381718    
  -130.029175       45.9469376       1.02597272    
  -130.035263       45.9517250       1.03316975    
  -130.029205       45.9451866      0.821920276    
  -130.002914       45.9839363       1.23775423    
  -129.990143       45.9478569       1.21962082    
  -130.017883       45.9404068      0.531539500    
  -130.015320       45.9372597      0.462656468    
  -129.986633       45.9456749       1.85823965    
  -129.986649       45.9423103       1.71415985    
  -130.024628       45.9393120      0.941483200    
  -129.977692       45.9389343       1.90718043    
  -129.974518       45.9328194       1.77859056    
  -129.972137       45.9335213       1.80944574    
  -129.969086       45.9316788      0.638995647    
  -129.974808       45.9315033       1.82678318    
  -129.975220       45.9333649       1.52584827    
  -130.021118       45.9494896      0.407251269    
  -130.009583       45.9477539      0.224690408    
  -129.986237       45.9608078       1.89935005    
