  0.517351151       3.29755187    
  0.168639794       3.07200408    
  0.110618763       3.07975292    
  0.114268690       3.06730103    
   7.49232695E-02   3.18596935    
  0.120516777       3.06298470    
   8.32892507E-02   3.07512689    
   8.38512629E-02   3.03438067    
   7.73312747E-02   2.97767973    
   7.50290081E-02   3.17512989    
  0.375972480       3.11302686    
  0.442968428       3.16968989    
  0.563008666       2.87977934    
  0.721630156       2.34667873    
  0.767139018      0.953388691    
  0.102972448       3.05002975    
   9.59056020E-02   2.98586488    
   5.39326668E-02   3.05182052    
   5.63719273E-02   3.04970431    
   6.45374209E-02   2.93708920    
   7.17807487E-02   2.99675727    
   7.40096495E-02   3.04153967    
   7.57720768E-02   3.14038086    
  0.373926014       3.10912156    
  0.477552950       2.54280591    
  0.655207932       1.55306959    
  0.552760005       3.06097651    
  0.940112233      0.870439768    
  0.844423056       1.05684793    
  0.761368155       1.32932281    
  0.645232677       1.81238270    
   1.16889918      0.843245327    
  0.908544064      0.978444219    
  0.705632389       1.33120346    
  0.636118174       3.04136801    
  0.689783096       1.70257592    
   9.18755531E-02   3.08343530    
   7.49447197E-02   2.99935603    
   7.61190206E-02   2.99682736    
   7.39837736E-02   3.00896525    
   6.68412894E-02   3.03828144    
   6.11451417E-02   2.95921993    
   5.83711788E-02   2.93326497    
   5.86790219E-02   2.99186110    
   7.79703930E-02   2.96212578    
   9.02627185E-02   2.94714761    
  0.126427725       2.90019107    
  0.181425110       2.91832447    
  0.255766243       2.68157697    
  0.366274476       2.38257384    
  0.510151625       1.97636759    
  0.435364664       2.38403153    
  0.669805765       1.51744509    
  0.639326572       1.76903510    
  0.545289814       2.05712152    
  0.864676058       1.28365457    
  0.707018852       1.54870188    
  0.551522672       1.85263717    
  0.967660248      0.991261661    
  0.791594923       1.25474441    
  0.642199636       1.49835849    
  0.532927394       1.80572200    
  0.644941926       1.41350305    
  0.494761974       1.71318614    
  0.481565952       3.31455112    
  0.108925171       2.99234772    
   8.07584375E-02   2.99526787    
   6.42479807E-02   3.11238241    
   5.90629354E-02   2.96812415    
   6.00834750E-02   2.95543242    
   6.20650239E-02   2.99098468    
   6.22238442E-02   2.92085886    
   5.87224588E-02   2.94309354    
   6.09363765E-02   3.06124926    
   6.99871480E-02   2.98228884    
   8.21095556E-02   2.93101811    
  0.104213938       2.85109448    
  0.145337105       2.81246567    
  0.205590904       2.73476863    
  0.275575936       2.57560802    
  0.250778675       2.81466055    
  0.356662691       2.33500504    
  0.329653502       2.56212258    
  0.441878736       2.05716658    
  0.397849798       2.34589291    
  0.362535119       2.89923501    
  0.534749746       1.94597423    
  0.423163176       2.36794949    
  0.544039428       1.72181010    
  0.406883806       2.07224798    
  0.386053711       3.01516628    
  0.624598980       1.46360171    
  0.511020899       1.71324372    
  0.392753601       1.97914958    
  0.363411218       3.49681354    
  0.431491107       1.73440671    
