1.78		Ratio vp/vs
0.000	5.0	2.542
5.000	6.0	2.542
30.000	7.7	3.867
55.000	9.100	4.3
70.000	9.200	4.538
100.000	9.353	4.579
130.000	9.4	4.672
170.000	9.35	4.743
240.000	9.3	4.793
