           4   5.00000007E-02
   9.55000019       1.55999875            3299
   9.55000019       4.00000000               0
   9.65000057       0.00000000               0
   9.65000057       1.04999924            3300
   9.65000057       1.24999905            3301
   9.65000057       1.48499882            3302
   9.65000057       4.00000000               0
   9.75000000       0.00000000               0
   9.75000000       1.30499899            3303
   9.75000000       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         281   5.05000019    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.55000019       0.00000000               0
   5.55000019       1.24999905            3304
   5.55000019       4.00000000               0
   5.65000010       0.00000000               0
   5.65000010       1.15999913            3305
   5.65000010       4.00000000               0
   5.75000000       0.00000000               0
   5.75000000       1.02999926            3306
   5.75000000       4.00000000               0
   5.84999990       0.00000000               0
   5.84999990      0.854999363            3307
   5.84999990       1.03499925            3308
   5.84999990       4.00000000               0
   5.95000029       0.00000000               0
   5.95000029      0.719999492            3309
   5.95000029      0.889999330            3310
   5.95000029       1.07499921            3311
   5.95000029       4.00000000               0
   6.05000019       0.00000000               0
   6.05000019      0.589999616            3312
   6.05000019      0.744999468            3313
   6.05000019      0.914999306            3314
   6.05000019       1.09999919            3315
   6.05000019       4.00000000               0
   6.15000010       0.00000000               0
   6.15000010      0.619999588            3316
   6.15000010      0.769999444            3317
   6.15000010      0.914999306            3318
   6.15000010       1.08999920            3319
   6.15000010       3.43003106            3320
   6.15000010       4.00000000               0
   6.25000000       0.00000000               0
   6.25000000      0.619999588            3321
   6.25000000      0.754999459            3322
   6.25000000      0.884999335            3323
   6.25000000       1.04499924            3324
   6.25000000       1.30499899            3325
   6.25000000       4.00000000               0
   6.34999990       0.00000000               0
   6.34999990      0.604999602            3326
   6.34999990      0.739999473            3327
   6.34999990      0.874999344            3328
   6.34999990       1.01499927            3329
   6.34999990       1.19499910            3330
   6.34999990       1.62499869            3331
   6.34999990       4.00000000               0
   6.45000029       0.00000000               0
   6.45000029      0.594999611            3332
   6.45000029      0.754999459            3333
   6.45000029      0.889999330            3334
   6.45000029       1.02499926            3335
   6.45000029       1.19999909            3336
   6.45000029       1.75499856            3337
   6.45000029       4.00000000               0
   6.55000019       0.00000000               0
   6.55000019      0.559999645            3338
   6.55000019      0.809999406            3339
   6.55000019      0.949999273            3340
   6.55000019       1.08499920            3341
   6.55000019       1.27999902            3342
   6.55000019       4.00000000               0
   6.65000010       0.00000000               0
   6.65000010      0.534999669            3343
   6.65000010      0.784999430            3344
   6.65000010      0.949999273            3345
   6.65000010       1.08499920            3346
   6.65000010       1.26499903            3347
   6.65000010       4.00000000               0
   6.75000000       0.00000000               0
   6.75000000      0.554999650            3348
   6.75000000      0.964999259            3349
   6.75000000       1.09999919            3350
   6.75000000       1.28999901            3351
   6.75000000       4.00000000               0
   6.84999990       0.00000000               0
   6.84999990      0.924999297            3352
   6.84999990       1.06499922            3353
   6.84999990       1.18999910            3354
   6.84999990       1.40499890            3355
   6.84999990       4.00000000               0
   6.95000029       0.00000000               0
   6.95000029      0.974999249            3356
   6.95000029       1.11999917            3357
   6.95000029       1.25499904            3358
   6.95000029       1.45499885            3359
   6.95000029       4.00000000               0
   7.05000019       0.00000000               0
   7.05000019       1.03999925            3360
   7.05000019       1.17999911            3361
   7.05000019       1.30499899            3362
   7.05000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010       1.02999926            3363
   7.15000010       1.17999911            3364
   7.15000010       1.29499900            3365
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000       1.04499924            3366
   7.25000000       1.20499909            3367
   7.25000000       1.33999896            3368
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990       1.03499925            3369
   7.34999990       1.18999910            3370
   7.34999990       1.30999899            3371
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029       1.03499925            3372
   7.45000029       1.19499910            3373
   7.45000029       1.31999898            3374
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019       1.05499923            3375
   7.55000019       1.21499908            3376
   7.55000019       1.33999896            3377
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010       1.00499928            3378
   7.65000010       1.20999908            3379
   7.65000010       1.34499896            3380
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000       1.01999927            3381
   7.75000000       1.20499909            3382
   7.75000000       1.34499896            3383
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.999999225            3384
   7.84999990       1.17999911            3385
   7.84999990       1.30499899            3386
   7.84999990       1.48499882            3387
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.939999282            3388
   7.95000029       1.10499918            3389
   7.95000029       1.22499907            3390
   7.95000029       1.36999893            3391
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.934999287            3392
   8.05000019       1.09499919            3393
   8.05000019       1.21999907            3394
   8.05000019       1.37499893            3395
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.914999306            3396
   8.15000057       1.06999922            3397
   8.15000057       1.19499910            3398
   8.15000057       1.35499895            3399
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.829999387            3400
   8.25000000       1.00499928            3401
   8.25000000       1.12499917            3402
   8.25000000       1.24999905            3403
   8.25000000       1.63499868            3404
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.839999378            3405
   8.35000038       1.02999926            3406
   8.35000038       1.14999914            3407
   8.35000038       1.28499901            3408
   8.35000038       1.53999877            3409
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.824999392            3410
   8.44999981       1.03499925            3411
   8.44999981       1.16999912            3412
   8.44999981       1.35999894            3413
   8.44999981       1.50499880            3414
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.554999650            3415
   8.55000019       1.02999926            3416
   8.55000019       1.17999911            3417
   8.55000019       1.38999891            3418
   8.55000019       1.53499877            3419
   8.55000019       1.80499852            3420
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057      0.574999630            3421
   8.65000057       1.11499918            3422
   8.65000057       1.39499891            3423
   8.65000057       1.54999876            3424
   8.65000057       1.88499844            3425
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.764999449            3426
   8.75000000       1.04499924            3427
   8.75000000       1.19499910            3428
   8.75000000       1.55499876            3429
   8.75000000       1.86999846            3430
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.599999607            3431
   8.85000038      0.934999287            3432
   8.85000038       1.06999922            3433
   8.85000038       1.24999905            3434
   8.85000038       1.60999870            3435
   8.85000038       1.79499853            3436
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.539999664            3437
   8.94999981      0.794999421            3438
   8.94999981      0.954999268            3439
   8.94999981       1.07999921            3440
   8.94999981       1.23499906            3441
   8.94999981       1.45999885            3442
   8.94999981       1.62499869            3443
   8.94999981       1.78999853            3444
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019      0.529999673            3445
   9.05000019      0.699999511            3446
   9.05000019      0.879999340            3447
   9.05000019      0.999999225            3448
   9.05000019       1.13499916            3449
   9.05000019       1.43999887            3450
   9.05000019       1.61999869            3451
   9.05000019       1.77499855            3452
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057      0.594999611            3453
   9.15000057      0.744999468            3454
   9.15000057      0.869999349            3455
   9.15000057      0.989999235            3456
   9.15000057       1.12499917            3457
   9.15000057       1.30499899            3458
   9.15000057       1.52999878            3459
   9.15000057       1.70499861            3460
   9.15000057       2.02999902            3461
   9.15000057       4.00000000               0
   9.25000000       0.00000000               0
   9.25000000      0.554999650            3462
   9.25000000      0.699999511            3463
   9.25000000      0.824999392            3464
   9.25000000      0.944999278            3465
   9.25000000       1.07999921            3466
   9.25000000       1.21499908            3467
   9.25000000       1.37999892            3468
   9.25000000       1.59999871            3469
   9.25000000       1.79999852            3470
   9.25000000       4.00000000               0
   9.35000038       0.00000000               0
   9.35000038      0.549999654            3471
   9.35000038      0.664999545            3472
   9.35000038      0.789999425            3473
   9.35000038      0.909999311            3474
   9.35000038       1.05999923            3475
   9.35000038       1.23999906            3476
   9.35000038       1.51499879            3477
   9.35000038       1.78499854            3478
   9.35000038       4.00000000               0
   9.44999981       0.00000000               0
   9.44999981      0.619999588            3479
   9.44999981      0.749999464            3480
   9.44999981      0.879999340            3481
   9.44999981       1.05999923            3482
   9.44999981       1.35499895            3483
   9.44999981       1.59999871            3484
   9.44999981       1.90999842            3485
   9.44999981       4.00000000               0
   9.55000019       0.00000000               0
   9.55000019      0.784999430            3486
   9.55000019       1.03999925            3487
   9.55000019       1.19499910            3488
   9.55000019       1.34499896            3489
   9.55000019       1.53499877            3490
   9.55000019       1.82999849            3491
   9.55000019       4.00000000               0
   9.65000057       0.00000000               0
   9.65000057       1.15499914            3492
   9.65000057       2.06499982            3493
   9.65000057       4.00000000               0
   9.75000000       0.00000000               0
   9.75000000       1.55999875            3494
   9.75000000       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         283   5.15000010    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.55000019       0.00000000               0
   5.55000019       1.39499891            3495
   5.55000019       4.00000000               0
   5.65000010       0.00000000               0
   5.65000010      0.999999225            3496
   5.65000010       4.00000000               0
   5.75000000       0.00000000               0
   5.75000000      0.909999311            3497
   5.75000000       4.00000000               0
   5.84999990       0.00000000               0
   5.84999990      0.804999411            3498
   5.84999990       1.04999924            3499
   5.84999990       4.00000000               0
   5.95000029       0.00000000               0
   5.95000029      0.659999549            3500
   5.95000029      0.859999359            3501
   5.95000029       1.05499923            3502
   5.95000029       2.89501882            3503
   5.95000029       4.00000000               0
   6.05000019       0.00000000               0
   6.05000019      0.569999635            3504
   6.05000019      0.744999468            3505
   6.05000019      0.919999301            3506
   6.05000019       1.09999919            3507
   6.05000019       4.00000000               0
   6.15000010       0.00000000               0
   6.15000010      0.554999650            3508
   6.15000010      0.689999521            3509
   6.15000010      0.839999378            3510
   6.15000010      0.999999225            3511
   6.15000010       1.32999897            3512
   6.15000010       4.00000000               0
   6.25000000       0.00000000               0
   6.25000000      0.574999630            3513
   6.25000000      0.719999492            3514
   6.25000000      0.844999373            3515
   6.25000000      0.979999244            3516
   6.25000000       1.29499900            3517
   6.25000000       4.00000000               0
   6.34999990       0.00000000               0
   6.34999990      0.614999592            3518
   6.34999990      0.754999459            3519
   6.34999990      0.884999335            3520
   6.34999990       1.02499926            3521
   6.34999990       1.19999909            3522
   6.34999990       4.00000000               0
   6.45000029       0.00000000               0
   6.45000029      0.614999592            3523
   6.45000029      0.759999454            3524
   6.45000029      0.894999325            3525
   6.45000029       1.03499925            3526
   6.45000029       1.20499909            3527
   6.45000029       4.00000000               0
   6.55000019       0.00000000               0
   6.55000019      0.589999616            3528
   6.55000019      0.764999449            3529
   6.55000019      0.909999311            3530
   6.55000019       1.03999925            3531
   6.55000019       1.19999909            3532
   6.55000019       4.00000000               0
   6.65000010       0.00000000               0
   6.65000010      0.574999630            3533
   6.65000010      0.859999359            3534
   6.65000010       1.00999928            3535
   6.65000010       1.15999913            3536
   6.65000010       1.38999891            3537
   6.65000010       4.00000000               0
   6.75000000       0.00000000               0
   6.75000000      0.519999683            3538
   6.75000000      0.879999340            3539
   6.75000000       1.03499925            3540
   6.75000000       1.16999912            3541
   6.75000000       1.38499892            3542
   6.75000000       4.00000000               0
   6.84999990       0.00000000               0
   6.84999990      0.904999316            3543
   6.84999990       1.06999922            3544
   6.84999990       1.19499910            3545
   6.84999990       1.44499886            3546
   6.84999990       4.00000000               0
   6.95000029       0.00000000               0
   6.95000029       1.01999927            3547
   6.95000029       1.14999914            3548
   6.95000029       1.28499901            3549
   6.95000029       4.00000000               0
   7.05000019       0.00000000               0
   7.05000019       1.00999928            3550
   7.05000019       1.15999913            3551
   7.05000019       1.28499901            3552
   7.05000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010       1.06999922            3553
   7.15000010       1.21499908            3554
   7.15000010       1.35499895            3555
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000       1.07499921            3556
   7.25000000       1.21999907            3557
   7.25000000       1.34999895            3558
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990       1.04999924            3559
   7.34999990       1.20999908            3560
   7.34999990       1.33999896            3561
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029       1.07999921            3562
   7.45000029       1.22499907            3563
   7.45000029       1.35499895            3564
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019       1.03499925            3565
   7.55000019       1.21499908            3566
   7.55000019       1.34999895            3567
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010       1.01499927            3568
   7.65000010       1.19999909            3569
   7.65000010       1.34499896            3570
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000       1.03499925            3571
   7.75000000       1.18999910            3572
   7.75000000       1.32999897            3573
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990       1.01499927            3574
   7.84999990       1.15999913            3575
   7.84999990       1.28499901            3576
   7.84999990       1.57999873            3577
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.999999225            3578
   7.95000029       1.12499917            3579
   7.95000029       1.24499905            3580
   7.95000029       1.39999890            3581
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.904999316            3582
   8.05000019       1.02999926            3583
   8.05000019       1.14999914            3584
   8.05000019       1.27999902            3585
   8.05000019       1.43999887            3586
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.869999349            3587
   8.15000057       1.00999928            3588
   8.15000057       1.12999916            3589
   8.15000057       1.25999904            3590
   8.15000057       1.45499885            3591
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.814999402            3592
   8.25000000      0.969999254            3593
   8.25000000       1.10499918            3594
   8.25000000       1.25499904            3595
   8.25000000       1.43999887            3596
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.674999535            3597
   8.35000038      0.899999321            3598
   8.35000038       1.03499925            3599
   8.35000038       1.17999911            3600
   8.35000038       1.31499898            3601
   8.35000038       1.59999871            3602
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.599999607            3603
   8.44999981      0.884999335            3604
   8.44999981       1.01999927            3605
   8.44999981       1.19499910            3606
   8.44999981       1.34499896            3607
   8.44999981       1.49499881            3608
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.724999487            3609
   8.55000019      0.919999301            3610
   8.55000019       1.09499919            3611
   8.55000019       1.33499897            3612
   8.55000019       1.63499868            3613
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057      0.794999421            3614
   8.65000057      0.964999259            3615
   8.65000057       1.14999914            3616
   8.65000057       1.57999873            3617
   8.65000057       1.92999840            3618
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.804999411            3619
   8.75000000       1.02999926            3620
   8.75000000       1.19499910            3621
   8.75000000       1.60499871            3622
   8.75000000       1.81999850            3623
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.754999459            3624
   8.85000038      0.984999239            3625
   8.85000038       1.11999917            3626
   8.85000038       1.45499885            3627
   8.85000038       1.60999870            3628
   8.85000038       1.76499856            3629
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.554999650            3630
   8.94999981      0.914999306            3631
   8.94999981       1.04499924            3632
   8.94999981       1.17999911            3633
   8.94999981       1.50999880            3634
   8.94999981       1.66999865            3635
   8.94999981       1.93999839            3636
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019      0.414999753            3637
   9.05000019      0.579999626            3638
   9.05000019      0.799999416            3639
   9.05000019      0.924999297            3640
   9.05000019       1.05999923            3641
   9.05000019       1.19999909            3642
   9.05000019       1.51499879            3643
   9.05000019       1.66999865            3644
   9.05000019       1.91499841            3645
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057      0.449999720            3646
   9.15000057      0.584999621            3647
   9.15000057      0.714999497            3648
   9.15000057      0.869999349            3649
   9.15000057      0.989999235            3650
   9.15000057       1.12999916            3651
   9.15000057       1.27499902            3652
   9.15000057       1.43499887            3653
   9.15000057       1.64999866            3654
   9.15000057       1.83499849            3655
   9.15000057       4.00000000               0
   9.25000000       0.00000000               0
   9.25000000      0.434999734            3656
   9.25000000      0.564999640            3657
   9.25000000      0.694999516            3658
   9.25000000      0.829999387            3659
   9.25000000      0.954999268            3660
   9.25000000       1.07999921            3661
   9.25000000       1.22499907            3662
   9.25000000       1.40999889            3663
   9.25000000       1.64999866            3664
   9.25000000       1.84999847            3665
   9.25000000       2.29000497            3666
   9.25000000       4.00000000               0
   9.35000038       0.00000000               0
   9.35000038      0.414999753            3667
   9.35000038      0.524999678            3668
   9.35000038      0.654999554            3669
   9.35000038      0.804999411            3670
   9.35000038      0.939999282            3671
   9.35000038       1.07999921            3672
   9.35000038       1.26499903            3673
   9.35000038       1.62999868            3674
   9.35000038       1.87499845            3675
   9.35000038       4.00000000               0
   9.44999981       0.00000000               0
   9.44999981      0.544999659            3676
   9.44999981      0.804999411            3677
   9.44999981      0.949999273            3678
   9.44999981       1.21499908            3679
   9.44999981       1.42999887            3680
   9.44999981       1.75999856            3681
   9.44999981       4.00000000               0
   9.55000019       0.00000000               0
   9.55000019      0.889999330            3682
   9.55000019       1.22499907            3683
   9.55000019       1.43499887            3684
   9.55000019       1.76999855            3685
   9.55000019       4.00000000               0
   9.65000057       0.00000000               0
   9.65000057       1.38999891            3686
   9.65000057       4.00000000               0
   9.75000000       0.00000000               0
   9.75000000       1.87999845            3687
   9.75000000       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         287   5.25000000    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.55000019       0.00000000               0
   5.55000019       1.31499898            3688
   5.55000019       4.00000000               0
   5.65000010       0.00000000               0
   5.65000010       1.04999924            3689
   5.65000010       4.00000000               0
   5.75000000       0.00000000               0
   5.75000000      0.804999411            3690
   5.75000000       1.36999893            3691
   5.75000000       4.00000000               0
   5.84999990       0.00000000               0
   5.84999990      0.674999535            3692
   5.84999990      0.989999235            3693
   5.84999990       4.00000000               0
   5.95000029       0.00000000               0
   5.95000029      0.564999640            3694
   5.95000029      0.734999478            3695
   5.95000029      0.894999325            3696
   5.95000029       1.20999908            3697
   5.95000029       4.00000000               0
   6.05000019       0.00000000               0
   6.05000019      0.579999626            3698
   6.05000019      0.724999487            3699
   6.05000019      0.899999321            3700
   6.05000019       1.09999919            3701
   6.05000019       4.00000000               0
   6.15000010       0.00000000               0
   6.15000010      0.519999683            3702
   6.15000010      0.669999540            3703
   6.15000010      0.799999416            3704
   6.15000010      0.959999263            3705
   6.15000010       1.20999908            3706
   6.15000010       4.00000000               0
   6.25000000       0.00000000               0
   6.25000000      0.539999664            3707
   6.25000000      0.684999526            3708
   6.25000000      0.814999402            3709
   6.25000000      0.959999263            3710
   6.25000000       1.16499913            3711
   6.25000000       4.00000000               0
   6.34999990       0.00000000               0
   6.34999990      0.609999597            3712
   6.34999990      0.759999454            3713
   6.34999990      0.884999335            3714
   6.34999990       1.03499925            3715
   6.34999990       1.30999899            3716
   6.34999990       4.00000000               0
   6.45000029       0.00000000               0
   6.45000029      0.609999597            3717
   6.45000029      0.749999464            3718
   6.45000029      0.884999335            3719
   6.45000029       1.01499927            3720
   6.45000029       1.24999905            3721
   6.45000029       4.00000000               0
   6.55000019       0.00000000               0
   6.55000019      0.594999611            3722
   6.55000019      0.749999464            3723
   6.55000019      0.889999330            3724
   6.55000019       1.02499926            3725
   6.55000019       1.19999909            3726
   6.55000019       4.00000000               0
   6.65000010       0.00000000               0
   6.65000010      0.564999640            3727
   6.65000010      0.804999411            3728
   6.65000010      0.974999249            3729
   6.65000010       1.10999918            3730
   6.65000010       1.41999888            3731
   6.65000010       4.00000000               0
   6.75000000       0.00000000               0
   6.75000000      0.544999659            3732
   6.75000000      0.829999387            3733
   6.75000000       1.02999926            3734
   6.75000000       1.16999912            3735
   6.75000000       1.36999893            3736
   6.75000000       4.00000000               0
   6.84999990       0.00000000               0
   6.84999990      0.619999588            3737
   6.84999990       1.01999927            3738
   6.84999990       1.16999912            3739
   6.84999990       1.36999893            3740
   6.84999990       4.00000000               0
   6.95000029       0.00000000               0
   6.95000029      0.959999263            3741
   6.95000029       1.14999914            3742
   6.95000029       1.29999900            3743
   6.95000029       4.00000000               0
   7.05000019       0.00000000               0
   7.05000019       1.01499927            3744
   7.05000019       1.20999908            3745
   7.05000019       1.43499887            3746
   7.05000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.999999225            3747
   7.15000010       1.20499909            3748
   7.15000010       1.35499895            3749
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000       1.02999926            3750
   7.25000000       1.22499907            3751
   7.25000000       1.35999894            3752
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.979999244            3753
   7.34999990       1.18999910            3754
   7.34999990       1.32999897            3755
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029       1.04499924            3756
   7.45000029       1.22499907            3757
   7.45000029       1.35999894            3758
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019       1.04999924            3759
   7.55000019       1.22499907            3760
   7.55000019       1.36499894            3761
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010       1.02499926            3762
   7.65000010       1.19499910            3763
   7.65000010       1.34999895            3764
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000      0.989999235            3765
   7.75000000       1.16499913            3766
   7.75000000       1.32499897            3767
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.959999263            3768
   7.84999990       1.09499919            3769
   7.84999990       1.22499907            3770
   7.84999990       1.38999891            3771
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.874999344            3772
   7.95000029       1.00999928            3773
   7.95000029       1.13499916            3774
   7.95000029       1.25999904            3775
   7.95000029       1.40999889            3776
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.824999392            3777
   8.05000019       1.00499928            3778
   8.05000019       1.11999917            3779
   8.05000019       1.24999905            3780
   8.05000019       1.38999891            3781
   8.05000019       1.84499848            3782
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.819999397            3783
   8.15000057      0.984999239            3784
   8.15000057       1.10499918            3785
   8.15000057       1.23499906            3786
   8.15000057       1.37999892            3787
   8.15000057       1.54999876            3788
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.664999545            3789
   8.25000000      0.949999273            3790
   8.25000000       1.06999922            3791
   8.25000000       1.20999908            3792
   8.25000000       1.33499897            3793
   8.25000000       1.57499874            3794
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.604999602            3795
   8.35000038      0.919999301            3796
   8.35000038       1.03999925            3797
   8.35000038       1.20499909            3798
   8.35000038       1.34999895            3799
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.664999545            3800
   8.44999981      0.884999335            3801
   8.44999981       1.01999927            3802
   8.44999981       1.23499906            3803
   8.44999981       1.71499860            3804
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.714999497            3805
   8.55000019      0.849999368            3806
   8.55000019      0.984999239            3807
   8.55000019       1.20499909            3808
   8.55000019       1.64499867            3809
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057      0.714999497            3810
   8.65000057      0.839999378            3811
   8.65000057      0.979999244            3812
   8.65000057       1.15999913            3813
   8.65000057       1.48499882            3814
   8.65000057       1.66999865            3815
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.659999549            3816
   8.75000000      0.789999425            3817
   8.75000000      0.999999225            3818
   8.75000000       1.13999915            3819
   8.75000000       1.45999885            3820
   8.75000000       1.62999868            3821
   8.75000000       1.79499853            3822
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.629999578            3823
   8.85000038      0.764999449            3824
   8.85000038      0.999999225            3825
   8.85000038       1.13499916            3826
   8.85000038       1.41999888            3827
   8.85000038       1.69499862            3828
   8.85000038       2.05499959            3829
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.574999630            3830
   8.94999981      0.909999311            3831
   8.94999981       1.03999925            3832
   8.94999981       1.17499912            3833
   8.94999981       1.39499891            3834
   8.94999981       1.68999863            3835
   8.94999981       1.87999845            3836
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019      0.369999796            3837
   9.05000019      0.579999626            3838
   9.05000019      0.909999311            3839
   9.05000019       1.04499924            3840
   9.05000019       1.18499911            3841
   9.05000019       1.39999890            3842
   9.05000019       1.60999870            3843
   9.05000019       1.77999854            3844
   9.05000019       2.02999902            3845
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057      0.244999900            3846
   9.15000057      0.409999758            3847
   9.15000057      0.539999664            3848
   9.15000057      0.679999530            3849
   9.15000057      0.834999382            3850
   9.15000057      0.964999259            3851
   9.15000057       1.08999920            3852
   9.15000057       1.23499906            3853
   9.15000057       1.41499889            3854
   9.15000057       1.63999867            3855
   9.15000057       1.85499847            3856
   9.15000057       2.18500257            3857
   9.15000057       4.00000000               0
   9.25000000       0.00000000               0
   9.25000000      0.324999839            3858
   9.25000000      0.439999729            3859
   9.25000000      0.554999650            3860
   9.25000000      0.674999535            3861
   9.25000000      0.809999406            3862
   9.25000000      0.929999292            3863
   9.25000000       1.05999923            3864
   9.25000000       1.20499909            3865
   9.25000000       1.40999889            3866
   9.25000000       1.73499858            3867
   9.25000000       2.02999902            3868
   9.25000000       4.00000000               0
   9.35000038       0.00000000               0
   9.35000038      0.324999839            3869
   9.35000038      0.434999734            3870
   9.35000038      0.549999654            3871
   9.35000038      0.679999530            3872
   9.35000038      0.849999368            3873
   9.35000038      0.984999239            3874
   9.35000038       1.17499912            3875
   9.35000038       1.52999878            3876
   9.35000038       1.87999845            3877
   9.35000038       4.00000000               0
   9.44999981       0.00000000               0
   9.44999981      0.614999592            3878
   9.44999981      0.784999430            3879
   9.44999981      0.949999273            3880
   9.44999981       1.24999905            3881
   9.44999981       1.61499870            3882
   9.44999981       2.04499936            3883
   9.44999981       4.00000000               0
   9.55000019       0.00000000               0
   9.55000019       1.02999926            3884
   9.55000019       1.63999867            3885
   9.55000019       4.00000000               0
   9.65000057       0.00000000               0
   9.65000057       1.72999859            3886
   9.65000057       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         293   5.34999990    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.45000029       0.00000000               0
   5.45000029       1.30999899            3887
   5.45000029       4.00000000               0
   5.55000019       0.00000000               0
   5.55000019       1.14499915            3888
   5.55000019       4.00000000               0
   5.65000010       0.00000000               0
   5.65000010      0.874999344            3889
   5.65000010       4.00000000               0
   5.75000000       0.00000000               0
   5.75000000      0.769999444            3890
   5.75000000       1.19499910            3891
   5.75000000       4.00000000               0
   5.84999990       0.00000000               0
   5.84999990      0.569999635            3892
   5.84999990      0.834999382            3893
   5.84999990       1.05999923            3894
   5.84999990       4.00000000               0
   5.95000029       0.00000000               0
   5.95000029      0.514999688            3895
   5.95000029      0.659999549            3896
   5.95000029      0.834999382            3897
   5.95000029       1.07999921            3898
