   5.57633257       4.84762096       1.16084695              12
           1           3  -5.07175922E-04
           1           4   6.05589151E-03
           1           5  -2.65657902E-02
           1           6   1.13351345E-02
           1           1  -1.93369389E-03
           1           2   5.72425127E-03
           1           7   5.89150190E-03
           2           5  -2.79314518E-02
           2           6  0.105426311    
           2           1   6.59283400E-02
           2           2 -0.217754722    
           2           7  -9.32998657E-02
   6.05081701       5.07020140      0.801234841              12
           1           3   3.07667255E-03
           1           4  -1.50485039E-02
           1           5  -6.47425652E-03
           1           6   2.20128298E-02
           1           1   4.12410498E-03
           1           2  -8.00397992E-03
           1           7   3.13222408E-04
           2           4  -1.60328150E-02
           2           5  -3.36958170E-02
           2           6   3.40385437E-02
           2           1   1.80456638E-02
           2           7 -0.117983222    
   9.52215195       4.13640976       1.67445707              11
           1           3  -5.81904650E-02
           1           4   5.84912300E-02
           1           6   1.02666020E-03
           1           1   1.63257122E-02
           1           2   2.36148834E-02
           1           7  -1.95877850E-02
           2           4  0.114842057    
           2           5  -2.16801763E-02
           2           6   1.30947828E-02
           2           1   8.12691450E-02
           2           2 -0.258557796    
   5.34333467       4.79080391       1.14511442              12
           1           3  -7.05283880E-03
           1           4   7.83449411E-03
           1           5   1.06660724E-02
           1           6   2.16373205E-02
           1           1   2.62761116E-03
           1           2   2.32621431E-02
           1           7  -5.89749217E-02
           2           3   6.58086538E-02
           2           4  -9.64132547E-02
           2           5  -4.28482294E-02
           2           1   6.12537861E-02
           2           7  -6.64016008E-02
   5.98529911       4.31132078       1.05971920              11
           1           3   8.82607698E-03
           1           4  -3.84980440E-02
           1           5   2.67677307E-02
           1           6   1.33492947E-02
           1           1  -8.37475061E-03
           1           2  -2.07018852E-03
           2           4   5.56932688E-02
           2           5  -4.83405590E-03
           2           6   4.43643332E-02
           2           1   7.24008083E-02
           2           2 -0.111607432    
   6.54000664       4.52622175      0.337841123              11
           1           3  -1.84202194E-03
           1           4   1.39588118E-03
           1           5  -2.45851278E-03
           1           6   1.53028965E-03
           1           1   3.33929062E-03
           1           2  -1.96483731E-03
           2           3   3.39266062E-02
           2           4  -1.01549625E-02
           2           5  -4.09669876E-02
           2           6  -1.68226957E-02
           2           1  -1.79080963E-02
   5.81849718       4.89228106       1.08542132              12
           1           3   8.75520706E-03
           1           4  -2.21914649E-02
           1           5   7.28273392E-03
           1           6   4.04542685E-03
           1           1  -1.49754286E-02
           1           2  -7.70419836E-04
           1           7   1.78540945E-02
           2           4 -0.138683677    
           2           5  -1.98439360E-02
           2           6  0.119940639    
           2           1   8.01105499E-02
           2           7 -0.120393038    
   5.95018053       4.38973665      0.982218027              11
           1           3  -5.16623259E-03
           1           4   5.21743298E-03
           1           5  -2.83837318E-03
           1           6   2.57468224E-03
           1           1  -6.46090508E-03
           1           2   6.67351484E-03
           2           3  0.111706257    
           2           4   3.50414515E-02
           2           5   5.61478138E-02
           2           6   7.01068640E-02
           2           1   4.22525406E-02
   8.77453327       4.56735945       1.16099179              12
           1           3  -1.04784966E-04
           1           4   8.01908970E-03
           1           5  -1.01704001E-02
           1           6  -3.73801589E-03
           1           1   1.16019547E-02
           1           2  -1.34351254E-02
           1           7   7.82728195E-03
           2           4   4.67911959E-02
           2           5  -2.33806968E-02
           2           6   4.71501350E-02
           2           1  0.154291749    
           2           2  -4.26994562E-02
   5.80431223       4.16014576       1.10869491              11
           1           3  -2.63446569E-03
           1           4  -2.29350924E-02
           1           5   1.74362659E-02
           1           6   1.37841105E-02
           1           1  -1.38037801E-02
           1           2   8.15302134E-03
           2           3  0.102660418    
           2           4   6.27820492E-02
           2           5  -3.98662090E-02
           2           6   5.49175739E-02
           2           1   1.80482864E-04
   8.78040123       4.38996696       1.10162520              11
           1           3   1.82511210E-02
           1           4  -3.65063548E-03
           1           5  -6.14205003E-03
           1           6  -2.66037583E-02
           1           1   3.44245732E-02
           1           7   1.84378028E-02
           2           4   5.30433655E-03
           2           5  -1.55433416E-02
           2           6   7.41230249E-02
           2           1  0.164000928    
           2           2  -3.47170830E-02
   4.91629362       5.85414028       1.25730205              12
           1           3  -5.35672903E-03
           1           4  -1.73896551E-02
           1           5   2.19734907E-02
           1           6   4.10237312E-02
           1           2   1.63438916E-02
           1           7  -6.52867556E-02
           2           3   6.09774590E-02
           2           4 -0.116201043    
           2           5 -0.117658257    
           2           6  -8.68812799E-02
           2           1   8.69214535E-03
           2           2 -0.306180239    
   8.96925163       4.65540123       1.75643814              12
           1           3  -1.32048130E-03
           1           4   7.67430663E-03
           1           5  -4.41253185E-04
