  -3.36887757E-03   5.83739853    
  -5.77711675E-04   5.03437853    
  -5.42624271E-04   5.05089855    
  -3.79626254E-05   5.67754793    
   2.92011478E-04   5.55740356    
   6.91212917E-05   4.97268867    
  -1.26321429E-05   4.80672836    
   1.55383983E-04   5.16514826    
   1.09784392E-04   5.36166382    
   3.34673270E-04   4.89844799    
  -2.56186555E-04   5.21762419    
   2.00812414E-04   5.29890919    
   7.63717762E-05   5.25797892    
  -2.23268325E-05   5.03909874    
  -3.05650348E-04   4.65495205    
  -5.06278448E-05   4.69989634    
  -4.01638208E-05   4.91964626    
   1.76503199E-05   4.86321402    
  -1.53953821E-04   4.75795889    
   9.87484673E-05   4.74503899    
   1.09794448E-04   4.62551403    
  -5.08548583E-05   4.55192137    
   1.34360107E-06   4.37277412    
   1.95538960E-05   4.25502920    
   1.66187965E-05   3.94164896    
   1.48844498E-04   3.68897080    
   3.71455040E-04   3.07857895    
  -1.82080803E-05   4.47533846    
   3.69689369E-04   2.23901987    
   2.29590121E-04   4.55902863    
   8.64942151E-04   2.03305268    
   6.36691169E-04   3.89776373    
   1.04987354E-04   4.23603821    
  -1.47429202E-03   5.25904942    
  -1.59270494E-04   5.01473904    
  -3.23274697E-04   5.19516897    
  -6.14981574E-04   4.94259882    
  -6.66991284E-04   5.04244900    
  -2.87351490E-04   5.06574821    
  -1.62257391E-04   4.87670135    
  -3.67151981E-04   4.87791872    
  -5.42961818E-04   4.88263893    
  -2.68827833E-04   4.81049871    
  -1.51747110E-04   4.80264854    
  -3.44447239E-04   4.62244654    
  -3.67676927E-04   4.51998425    
  -1.92392370E-04   4.35273933    
  -1.52104534E-04   4.09365368    
   3.80874670E-04   3.73567367    
  -4.65991288E-05   4.74791813    
   3.66225722E-04   2.87279415    
   4.56173904E-04   3.42811155    
  -1.32943160E-05   5.26576042    
  -8.28399230E-03   2.00000000    
  -5.23744384E-03   2.27800965    
  -1.43244420E-03   2.89169931    
   1.10378087E-05   4.29287338    
  -1.77023597E-02   2.00000000    
  -3.81922070E-03   2.29887486    
  -1.51888053E-05   3.22465467    
   2.23605894E-04   3.29819894    
  -5.16217609E-04   4.48025846    
  -4.10820270E-04   6.18545723    
  -4.21308971E-04   5.24005938    
  -2.95954786E-04   5.24310875    
  -3.45373730E-04   5.10581398    
  -6.32766227E-04   4.83794403    
  -5.90060488E-04   4.87234879    
  -4.44642414E-04   4.88383675    
  -2.45963514E-04   4.76213884    
  -3.80252721E-04   4.83380365    
  -5.38293389E-04   4.76617861    
  -4.20397788E-04   4.67139626    
  -2.65831914E-04   4.81831408    
  -1.91959669E-04   4.67976379    
  -5.58304673E-05   4.53539419    
   3.43833643E-04   4.38189936    
  -2.81849952E-05   5.58216906    
   7.07775995E-04   4.16174650    
   1.20405894E-04   4.42825413    
   4.39201482E-04   3.73567367    
   4.76030749E-04   4.06342602    
  -1.06539592E-04   5.09865808    
  -4.17985907E-03   2.94138908    
  -4.89988830E-03   3.39108658    
  -1.47060317E-03   3.76265407    
  -1.91984727E-04   5.20392799    
  -1.93331372E-02   2.46287942    
  -1.17720850E-02   3.00359917    
  -2.29182583E-03   3.52107882    
  -1.91608761E-02   2.19831514    
  -5.52478759E-03   2.71767449    
  -9.93691152E-04   3.17039967    
   3.75981122E-04   3.68592453    
  -5.82870161E-05   3.06648898    
   7.25844817E-04   3.61786389    
   2.67185853E-04   5.34708834    
  -1.25983002E-04   4.26475811    
  -3.56879114E-04   5.90083742    
  -3.55762546E-04   5.63729286    
  -1.55585338E-04   5.36012316    
  -1.93363361E-04   5.46327829    
  -2.62481481E-04   5.35569906    
  -3.99358163E-04   5.22106934    
  -4.07824497E-04   5.10107136    
  -4.40354779E-04   5.03526402    
  -7.42672593E-04   4.90566158    
  -5.28400298E-04   5.06614876    
  -4.74846980E-04   4.78715372    
  -3.12248478E-04   4.73796654    
  -3.74395531E-05   4.90732908    
  -1.57709626E-04   4.64595938    
  -7.45626166E-05   4.82561922    
   2.18257279E-04   4.67938614    
  -6.25668690E-05   5.09733582    
   4.14320675E-04   4.67138624    
  -8.52796074E-05   5.44178629    
   5.46090771E-04   4.50457430    
   2.08202582E-05   5.15299797    
   4.80484043E-04   4.34544945    
   3.56340141E-04   4.55109930    
  -3.86842003E-04   4.17147398    
  -1.83237018E-04   4.36948919    
  -1.31511726E-04   5.32381773    
  -6.25928072E-03   3.91686106    
  -3.58051993E-03   4.17325115    
  -3.68936686E-04   5.31064844    
  -1.23744952E-02   3.67538404    
  -2.72919936E-03   4.09099865    
   4.86216159E-05   5.54550886    
  -6.78378437E-03   3.18263912    
  -2.40392261E-03   3.62419915    
   1.27386113E-04   4.11730862    
  -4.84210253E-03   2.78650451    
  -2.41640070E-03   3.22465467    
  -9.53595154E-04   3.60901213    
   5.00233909E-06   3.98800159    
   2.67849478E-04   5.50527811    
  -5.37774875E-04   3.36884904    
   4.43448080E-04   3.83822393    
   4.47220635E-04   4.25399876    
   2.54745246E-04   4.90014315    
   5.28095465E-04   4.29347801    
  -2.85446731E-04   5.17386913    
  -4.87747951E-04   5.41226816    
  -1.84204051E-04   5.25962400    
  -3.92843504E-04   5.16372919    
  -4.42393532E-04   5.18422413    
  -4.62576776E-04   5.04824877    
  -5.97577135E-04   4.96272898    
  -6.46758010E-04   5.05642891    
  -6.31372328E-04   4.74991655    
  -3.54467251E-04   5.01874876    
  -2.10280836E-04   4.67609930    
  -9.68566019E-05   4.98665857    
   4.84372249E-05   4.98340368    
   5.82605790E-05   4.92739868    
   4.55320442E-05   4.66321373    
  -1.38914154E-04   5.21529341    
   2.49291072E-04   4.65473366    
  -1.39719577E-05   4.93580103    
   5.76780527E-04   4.63787603    
   5.23613780E-05   5.32906103    
   2.77172105E-04   4.50457430    
   2.38099397E-04   4.70594883    
  -1.04907565E-04   5.53135920    
  -7.96992565E-04   4.34544945    
  -1.31622422E-03   4.51097393    
  -1.71852589E-04   4.87684870    
  -5.65540139E-03   4.28553915    
  -3.19494610E-03   4.47999907    
  -7.36630848E-03   4.24637842    
  -3.60749918E-03   4.00682402    
  -2.20854432E-04   4.95382071    
  -3.05309659E-03   3.28246403    
  -8.32800404E-04   3.68359900    
  -1.49479514E-04   4.02949381    
   2.24572665E-04   4.60937357    
  -2.39741174E-03   3.22465467    
  -1.14734180E-03   3.59362960    
  -7.24993180E-04   3.92061424    
  -2.12875239E-04   4.25923872    
   2.49104225E-04   4.84591818    
  -1.01080991E-03   3.55300403    
  -4.04390128E-04   4.03172874    
   6.28393318E-05   4.40347385    
   2.76766485E-04   4.77769804    
   4.84024786E-04   4.38993835    
   1.04513369E-04   5.34769821    
  -3.38179641E-04   5.60154819    
   3.01572349E-04   5.50529289    
  -1.79204289E-04   5.19154882    
  -2.90611322E-04   5.28502131    
  -2.38153210E-04   5.27376127    
  -3.12301185E-04   5.14815950    
  -3.80538841E-04   5.09492397    
  -6.78661338E-04   4.95216846    
  -4.98582027E-04   4.94363403    
  -2.81843269E-04   5.19088411    
  -5.07373130E-04   5.10581398    
  -3.54337069E-04   4.97953606    
  -1.42929421E-04   4.78787613    
  -2.84871694E-05   4.98324871    
  -1.78325528E-04   4.99511337    
  -2.29674639E-04   5.01791382    
  -3.93926020E-05   4.88263893    
  -2.26920783E-05   5.38008881    
   1.19346871E-04   4.81805897    
  -1.37100404E-04   5.14009809    
   1.47677463E-04   4.69582129    
   2.87070521E-04   4.89663887    
   3.86384927E-05   4.64625359    
  -4.59182702E-05   4.84620380    
  -1.73698494E-03   4.55850887    
  -2.14766292E-03   4.74026871    
  -4.95912693E-03   4.47887421    
  -2.94501218E-03   4.73702860    
  -4.37711179E-03   4.45398903    
  -5.08470403E-04   5.12618828    
  -2.20251945E-03   4.35687351    
  -1.42726451E-04   4.85862255    
  -8.51254736E-04   4.15112352    
   1.72683533E-04   4.93343592    
  -3.34737403E-03   3.55778885    
  -7.62206619E-04   3.91658902    
   1.08690938E-05   4.22342348    
   2.17285618E-04   4.67884827    
  -1.02517335E-03   3.57824707    
  -3.71933798E-04   3.90713668    
  -4.40302654E-04   4.19676399    
  -3.22569802E-04   4.57279873    
  -8.39200511E-04   3.79356885    
  -6.53053110E-04   4.24024868    
  -2.37304994E-04   4.61423588    
   8.96552956E-05   5.07017326    
  -9.90181798E-06   4.30783796    
   3.12810327E-04   4.88570833    
   1.49597428E-04   5.34350157    
   4.56688344E-04   5.28264809    
   3.59463505E-04   4.52636433    
   9.76937357E-04   5.72399759    
   1.10685876E-04   5.69947767    
   1.07934065E-04   5.65573788    
  -5.85551425E-06   5.20077515    
  -4.36795119E-04   4.95841789    
  -5.29824814E-04   4.98437357    
  -5.78333216E-04   4.58815813    
  -6.09554292E-04   4.79457903    
  -5.46944793E-04   4.92119360    
  -2.33640865E-04   5.23432398    
  -1.79106908E-04   5.18783665    
  -1.72283530E-04   5.02959871    
  -5.04351454E-04   4.97714901    
  -4.01341618E-04   4.89088631    
  -1.40285083E-05   5.87170792    
  -1.88844249E-04   4.49435425    
  -1.76105779E-04   5.04924822    
  -2.57234409E-04   5.01202345    
  -4.06847132E-04   4.78642893    
   1.33332942E-04   5.10418844    
  -5.19857804E-06   4.89755869    
   1.32299974E-04   5.12147808    
  -4.39080795E-05   4.84829903    
  -4.78207367E-05   5.04197884    
  -9.46729793E-04   4.81048155    
  -3.73619871E-04   5.24744844    
  -1.66234758E-03   4.68814135    
  -3.21037252E-03   4.87897396    
  -3.44855781E-03   4.63730907    
  -2.78715231E-03   4.86890125    
  -2.88995844E-03   4.63268900    
  -4.60791518E-04   5.40400362    
  -1.52716355E-03   4.54935884    
  -1.67356658E-04   4.48369837    
  -8.70333868E-04   4.18531370    
  -1.80877760E-04   4.54575872    
   9.27318615E-05   5.53223848    
  -2.98949704E-03   3.81724882    
  -7.37154041E-04   4.11730862    
   2.82261517E-05   4.39446878    
   2.92688201E-04   4.69869852    
   8.30750432E-05   5.69736338    
  -5.02492003E-05   3.88018179    
  -3.38905462E-04   4.18426895    
  -1.66660378E-04   4.45531845    
  -2.19810725E-04   4.74849367    
